,State,340,346,353,360,367
0,Washington,236719,15396,16780,18681,21053
1,Illinois,937909,41390,37579,34226,31429
2,California,2156389,402804,469490,510345,519742
3,Arizona,494337,57846,61897,60072,53219
4,Massachusetts,352736,36076,37268,36846,34922
5,Wisconsin,508580,22639,23493,24235,24710
6,Texas,1690986,124718,135632,141917,142558
7,Nebraska,161974,3796,2684,2087,1829
8,Utah,264874,16352,16846,17726,18972
9,Oregon,109725,7421,7049,6876,6955
10,Florida,1271979,76687,77655,78008,77954
11,New York,922145,101883,113333,115189,107546
12,Rhode Island,82066,4923,4454,3946,3444
13,Georgia,632299,60319,70980,80667,87554
14,New Hampshire,40809,6228,6900,7410,7760
15,North Carolina,516828,49815,56893,63883,70090
16,New Jersey,461221,31943,30527,27800,24354
17,Colorado,325018,13254,10325,8479,7491
18,Maryland,267198,18768,19456,19720,19612
19,Nevada,217509,16377,15878,14912,13661
20,Tennessee,564080,67553,73117,75783,74915
21,Hawaii,21350,952,1117,1392,1743
22,Indiana,493841,36626,35927,34767,33252
23,Kentucky,257062,21213,23777,26455,29024
24,Minnesota,409061,15229,14471,13938,13638
25,Oklahoma,279139,25618,28102,30444,32458
26,Pennsylvania,613272,65826,64654,60943,55606
27,South Carolina,296179,27185,30623,33021,33960
28,District of Columbia,28202,2550,3170,3643,3852
29,Kansas,212989,10528,9430,8639,8131
30,Missouri,391946,26654,30098,32530,33526
31,Vermont,7029,577,528,496,491
32,Virginia,333576,33095,37816,42329,46279
33,Connecticut,172743,12213,11620,10873,10064
34,Iowa,275299,6917,5434,4425,3787
35,Louisiana,299722,20193,21420,21096,19329
36,Ohio,670525,56645,56481,56749,57553
37,Michigan,516326,21133,18681,16780,15453
38,South Dakota,97390,2632,2162,1778,1470
39,Arkansas,214877,17256,17501,16779,15282
40,Delaware,55057,6493,7459,8135,8399
41,Mississippi,206388,14827,14561,13650,12273
42,New Mexico,137968,9250,8782,8212,7570
43,North Dakota,91464,919,560,373,273
44,Wyoming,43200,1267,981,827,766
45,Alaska,45781,1767,1471,1326,1307
46,Maine,21880,3649,4125,4652,5229
47,Alabama,345628,37564,44950,50078,51525
48,Idaho,136215,5494,4472,3835,3498
49,Montana,79780,3980,4252,4485,4623
50,Puerto Rico,73227,6469,7316,8347,9522
51,Virgin Islands,1979,NaN,NaN,NaN,NaN
52,Guam,7266,NaN,NaN,NaN,NaN
53,West Virginia,80710,10667,11586,12120,12198
54,Northern Mariana Islands,122,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
