,State,186,192,199,206,213,220
0,Washington,52635,8104,9888,12044,14638,17744
1,Illinois,172663,10892,12916,15295,18084,21341
2,California,452288,96548,119516,147331,180686,220191
3,Arizona,162014,19690,18658,17633,16620,15627
4,Massachusetts,110037,2120,2270,2430,2599,2780
5,Wisconsin,48827,9550,12019,15083,18858,23471
6,Texas,394084,72112,75494,78742,81876,84847
7,Nebraska,24618,1118,968,845,737,642
8,Utah,37973,4925,5142,5359,5573,5785
9,Oregon,16758,2781,3068,3382,3723,4095
10,Florida,423855,98649,109561,120906,132477,144027
11,New York,411736,5308,5485,5666,5851,6040
12,Rhode Island,18224,216,161,121,91,68
13,Georgia,167953,22557,21237,19999,18783,17611
14,New Hampshire,6436,87,72,59,49,40
15,North Carolina,115718,15777,16986,18253,19574,20944
16,New Jersey,179363,1092,907,753,626,519
17,Colorado,44318,6019,8180,11093,15000,20203
18,Maryland,83748,6320,7387,8622,10043,11674
19,Nevada,42843,11087,13777,17014,20848,25306
20,Tennessee,93936,23168,29250,36700,45693,56343
21,Hawaii,1683,97,72,54,40,30
22,Indiana,62372,7230,8977,11126,13758,16965
23,Kentucky,27082,6079,8222,11089,14901,19921
24,Minnesota,51153,5812,6866,8097,9531,11194
25,Oklahoma,31285,5899,7007,8302,9809,11551
26,Pennsylvania,111745,8013,9420,11063,12979,15206
27,South Carolina,81199,14297,14902,15479,16022,16522
28,District of Columbia,11780,777,1042,1395,1862,2475
29,Kansas,25290,5277,6700,8480,10688,13402
30,Missouri,42160,7977,9946,12372,15348,18974
31,Vermont,1400,71,80,90,102,114
32,Virginia,84567,10387,13224,16798,21277,26854
33,Connecticut,48776,474,449,425,402,380
34,Iowa,42357,4859,5518,6254,7069,7968
35,Louisiana,107574,16981,18138,19238,20317,21348
36,Ohio,84073,10379,11074,11797,12554,13342
37,Michigan,86661,7968,10426,13622,17762,23102
38,South Dakota,8395,400,389,378,367,357
39,Arkansas,38623,7008,8014,9134,10369,11718
40,Delaware,14290,846,940,1043,1155,1278
41,Mississippi,52154,9733,11658,13890,16445,19325
42,New Mexico,19042,2346,2641,2968,3329,3728
43,North Dakota,5876,645,624,605,587,568
44,Wyoming,2475,414,502,608,735,887
45,Alaska,2525,530,674,858,1091,1384
46,Maine,3814,113,101,91,82,74
47,Alabama,79294,18199,22134,26753,32092,38150
48,Idaho,18178,5110,6049,7123,8344,9714
49,Montana,3341,602,542,491,444,402
50,Puerto Rico,15143,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,352,NaN,NaN,NaN,NaN,NaN
52,Guam,337,NaN,NaN,NaN,NaN,NaN
53,West Virginia,5889,977,1044,1114,1189,1267
54,Northern Mariana Islands,40,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
