,State,236,241,248,255,262,269,276,283
0,Washington,80138,2784,2381,1953,1584,1288,1037,834
1,Illinois,264831,10471,8201,6299,4709,3486,2601,1956
2,California,765134,19268,14776,11094,8136,6120,4559,3367
3,Arizona,208725,2790,2151,1595,1180,877,643,480
4,Massachusetts,125080,2305,1942,1551,1244,1000,802,653
5,Wisconsin,89956,10035,8766,7478,6178,5184,4359,3572
6,Texas,685748,25263,20316,16387,13077,10604,8579,6917
7,Nebraska,38642,1683,1605,1321,1088,891,741,591
8,Utah,58438,3552,2935,2427,1978,1612,1300,1052
9,Oregon,29337,1243,1042,856,697,561,445,355
10,Florida,665730,16683,13588,10992,8817,7082,5606,4417
11,New York,444948,4673,3678,2927,2360,1885,1472,1150
12,Rhode Island,23130,318,304,246,196,153,122,97
13,Georgia,295337,10284,8415,6611,5195,3994,3076,2398
14,New Hampshire,7714,258,209,170,138,110,89,73
15,North Carolina,191028,7989,6749,5555,4467,3578,2886,2311
16,New Jersey,196968,2343,1940,1557,1236,988,782,616
17,Colorado,61667,2243,1771,1436,1158,935,748,613
18,Maryland,116646,3690,3044,2461,2005,1607,1283,1016
19,Nevada,73814,1801,1446,1160,930,752,601,477
20,Tennessee,174274,6910,5720,4602,3683,2851,2274,1789
21,Hawaii,10779,820,669,515,402,305,229,167
22,Indiana,106540,7548,6256,5203,4273,3468,2769,2284
23,Kentucky,57282,4227,3638,2993,2399,1874,1482,1160
24,Minnesota,84949,3790,2825,2147,1608,1189,905,687
25,Oklahoma,70223,5159,4526,3843,3177,2631,2128,1736
26,Pennsylvania,150000,3145,2825,2094,1551,1167,881,651
27,South Carolina,132680,10344,8366,6941,5805,4703,3797,3026
28,District of Columbia,14622,330,224,183,145,117,93,73
29,Kansas,49660,1712,1472,1112,838,630,470,349
30,Missouri,105278,11460,9995,8578,7276,6041,5053,4197
31,Vermont,1696,36,28,22,17,14,10,8
32,Virginia,134493,6469,5535,4562,3733,2983,2407,1926
33,Connecticut,54895,552,530,435,347,278,224,179
34,Iowa,75064,4069,3351,2580,1937,1437,1078,818
35,Louisiana,157947,5531,4091,3311,2620,2061,1704,1350
36,Ohio,138484,6568,5699,4690,3863,3160,2567,2094
37,Michigan,124287,3594,3515,2863,2284,1808,1458,1154
38,South Dakota,16801,1569,1380,1161,963,805,640,517
39,Arkansas,70627,5208,4690,3898,3201,2598,2123,1692
40,Delaware,18937,676,534,432,351,285,224,179
41,Mississippi,90018,2692,2210,1653,1225,917,675,498
42,New Mexico,26842,693,533,405,304,226,168,124
43,North Dakota,15831,2705,2444,2161,1847,1574,1315,1107
44,Wyoming,4394,313,264,218,181,149,122,97
45,Alaska,6343,538,470,389,321,264,210,164
46,Maine,4904,186,153,125,102,82,65,53
47,Alabama,139459,6736,5551,4512,3650,2967,2344,1883
48,Idaho,35532,1797,1639,1348,1095,894,718,584
49,Montana,9107,783,652,517,396,298,225,168
50,Puerto Rico,37750,2306,2017,1679,1390,1126,910,735
51,Virgin Islands,1221,37,27,21,17,13,11,8
52,Guam,1927,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,12830,1398,1269,1086,916,767,637,518
54,Northern Mariana Islands,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
