221,227,234,241,248
73879,4059.1,3875.6,3614.6,3898.9
2.3307e+05,12879,12188,12130,12004
7.0204e+05,37729,34763,33991,32854
2.0129e+05,4531.3,4049.3,3805.5,3705
1.2803e+05,2797.4,3001.6,3036.4,3295.3
74800,5303.5,4961.2,4844.7,4741.5
6.2675e+05,31102,30583,29400,28071
33753,1904.6,1859.9,1841.1,1795.6
51406,2654.2,2623,2573.9,2621.1
26293,2062.6,2022.7,2103.6,2112.5
6.19e+05,20542,18845,18266,15399
4.334e+05,5405.7,5637.2,5593.4,5387.1
21683,711.29,711.53,652.58,680.9
2.6776e+05,13384,13077,12608,12374
7246,175.66,171.46,172.96,226.03
1.6508e+05,11334,12240,11085,10960
1.9132e+05,2402.6,2462.5,1896.5,2016.9
57020,2594.4,2406.2,2699.1,2694.7
1.0729e+05,4248.9,4236.4,4200.3,4262.2
68461,3480.2,3352.9,3186.1,2926.5
1.5228e+05,8616.7,8372.7,7976.5,8037.4
8139,1941.3,1912,1640.5,1687.9
92434,6529.3,6429.4,6527.6,6540.8
47577,4126.2,4057.2,3871.8,3833.4
74257,5431.9,5553,5266.4,5217.8
57353,4896.1,4658.2,4330,4365.6
1.3758e+05,5702.7,6019.9,6110.6,6255.8
1.1725e+05,6031,5966.6,5600.7,5471.6
13925,422.47,444.92,487.88,491.83
41595,3784.8,4013.2,3906,3708
83168,7620.1,7127.6,6592.7,6563.2
1605,51.835,46.641,43.688,44.392
1.1879e+05,6752.5,6693.8,5771,5199.9
52495,847.03,813.82,929.74,888.04
63612,5615.3,5741.5,5728.7,5892.8
1.4624e+05,4174.5,4099.4,3383.7,3171.9
1.2132e+05,8067.6,7986.2,7818.7,8018.5
1.1114e+05,5958.2,6274.9,6606.4,6635.9
12942,1606.9,1703.2,1739.6,1642.7
60378,3733.4,3751.9,3650.8,3608.9
17349,524.29,514.01,499.4,484.9
82029,4317.6,4146.9,3922.8,3705.3
25178,1149.7,1098.2,1081,1111
11484,1768.7,1847.3,1732.5,1586.5
3795,293.95,295.02,295.59,293.45
5182,495.8,495.7,477.59,490.99
4492,342.8,351.39,346.4,377.96
1.2389e+05,9680.7,9683,9541.8,9882
31668,1919,1844,1746.8,1622.9
7251,884.57,940.53,887.57,832.62
32550,2214.5,2081.4,2030.2,1697.7
1118,161.53,152.75,142.47,139.79
1287,385.75,406.67,367.67,324.07
9970,904.89,935.8,950.17,983.17
56,4.2394,4.323,4.2742,4.9366
0,0.12118,0.10891,0.10891,0.91583
