,State,305,311,318,325,332,339
0,Washington,141260,18690,24237,31281,40125,51065
1,Illinois,656298,81869,79262,75702,71876,67775
2,California,1114524,111233,153375,210159,285495,383317
3,Arizona,299665,25933,33342,42568,53861,67376
4,Massachusetts,206850,24664,31486,39921,50183,62400
5,Wisconsin,376238,60023,67049,73684,79527,84168
6,Texas,1153529,89063,103821,120428,138890,159123
7,Nebraska,114061,20996,25322,29937,34565,38826
8,Utah,177176,30952,38111,46077,54484,62745
9,Oregon,65170,11040,14833,19820,26293,34546
10,Florida,938414,64146,78456,95446,115359,138329
11,New York,596214,49939,67400,90464,120528,159006
12,Rhode Island,48001,8086,10189,12651,15420,18375
13,Georgia,449132,30928,40162,51851,66438,84307
14,New Hampshire,17637,4888,7638,11815,17991,26746
15,North Carolina,336775,27004,31566,36744,42566,49037
16,New Jersey,306007,37142,49218,64653,83959,107411
17,Colorado,198600,53937,73030,96853,124950,155525
18,Maryland,182139,24088,35264,51115,73009,102111
19,Nevada,133888,15465,18895,22878,27399,32385
20,Tennessee,340476,32789,37275,42058,47052,52140
21,Hawaii,17483,668,675,682,688,694
22,Indiana,295357,60707,77478,97123,119033,141881
23,Kentucky,158100,22483,26465,30895,35719,40834
24,Minnesota,270157,68318,90461,116661,145387,173559
25,Oklahoma,174330,27699,36336,46971,59576,73756
26,Pennsylvania,313358,56622,76276,101794,134156,173901
27,South Carolina,206295,14491,17999,22248,27322,33292
28,District of Columbia,20151,1398,1740,2159,2666,3274
29,Kansas,137085,25881,32377,39819,47950,56288
30,Missouri,277112,41882,50274,59631,69730,80190
31,Vermont,3629,1237,2096,3529,5875,9605
32,Virginia,217796,16366,19301,22693,26584,31009
33,Connecticut,101469,16947,22265,28970,37222,47054
34,Iowa,211664,27079,25343,23563,21695,19817
35,Louisiana,220192,22271,33553,49894,72764,103142
36,Ohio,351419,74155,98118,128124,164442,206413
37,Michigan,329021,74174,97845,127093,161794,200735
38,South Dakota,73065,8815,8438,7991,7481,6930
39,Arkansas,145173,15698,18956,22679,26837,31343
40,Delaware,31808,4139,5848,8180,11282,15258
41,Mississippi,143180,9838,11147,12566,14084,15684
42,New Mexico,81896,18573,24303,31224,39177,47712
43,North Dakota,72683,8964,8551,8047,7469,6846
44,Wyoming,28169,7827,9812,11979,14155,16089
45,Alaska,27773,5793,7059,8479,10011,11583
46,Maine,10359,2636,3894,5725,8357,12072
47,Alabama,232506,14523,15705,16913,18132,19346
48,Idaho,91653,11935,13596,15325,17067,18753
49,Montana,55680,9112,10070,10986,11818,12522
50,Puerto Rico,47459,5328,6164,7126,8234,9505
51,Virgin Islands,1504,NaN,NaN,NaN,NaN,NaN
52,Guam,6452,NaN,NaN,NaN,NaN,NaN
53,West Virginia,40478,8932,11892,15669,20369,26012
54,Northern Mariana Islands,104,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
