235,241,248,255,262
79476,3199.6,3045.4,2912.3,2923.6
2.62e+05,12571,12683,12708,12318
7.5893e+05,22082,22549,20194,16720
2.0813e+05,2724.7,3029,3070.8,3035.6
1.2454e+05,2253.2,2197.6,2655.8,2848.3
87603,9250.1,9532.5,8858.4,8227.9
6.7772e+05,22369,20593,21181,19901
38120,2452.2,2666.3,3318.3,3271.5
57247,3082.6,3244.1,3265.4,3355
29156,1347.3,1330.9,1231.1,1214.3
6.6157e+05,19433,20099,17327,18475
4.4364e+05,5819.4,6187.6,6814.1,6906.5
22905,618.48,549.44,547.27,550.04
2.9291e+05,11954,12144,12390,12108
7652,216.14,206.57,193.54,275.9
1.8374e+05,8097.8,7499.8,7725.3,7486.9
1.9634e+05,2792.9,2598.2,2514.7,2601.9
60876,2072.7,2079.8,1917.6,2288.7
1.1553e+05,3874.7,4514.3,4730.9,6185.6
73220,2030.2,1853.9,1851.7,1684.5
1.7089e+05,8225.9,8305.4,7638.7,7583
10588,1230.7,1053.2,949.38,937.3
1.0456e+05,6188.2,6144.5,6338,5505.5
56415,4639.2,5286.2,5798.6,5099.8
83588,4951.3,4428.6,3937.4,3438.3
68659,5474.1,5438.2,5366.6,5602.9
1.4864e+05,6568.7,6038.3,6095.6,7376.8
1.2998e+05,6487.5,6097.4,6048.2,5801
14493,261.57,309.63,297.57,293.53
48658,3292.4,2983.5,3105.6,2824.3
1.0229e+05,8417.6,8289,8318.1,8196.6
1677,52.952,53.925,53.144,52.512
1.3287e+05,6891.9,6670.7,6493.3,5317
54326,992.55,946.41,1114.3,1118.6
74205,4663.4,4435.2,4272.2,4117.9
1.5617e+05,5257.3,5422.9,5396.1,5201.8
1.3657e+05,6386.9,6739.8,6248.3,6033.6
1.2306e+05,6287.4,7640.4,8870.2,9191
16437,1439.2,1251.3,1057,1012.7
69710,4511,4528.6,4311.6,4248.8
18726,790.64,884.97,870.75,946.37
89620,3389.5,3527.9,3519.2,3315
26661,722.79,665.46,678.33,614.56
15151,1709.5,1556.5,1391.5,1368.6
4297,281.27,225.22,248.91,242.23
6207,557.38,570.17,633.35,624.02
4834,282.37,314.83,328.85,330.61
1.3765e+05,5342.7,5567.4,5604.2,5248.3
35167,1684.5,1663.5,1623.3,1754.7
8925,701.86,748.35,784.77,790.53
37092,1747.9,2268.9,2502.6,2551
1211,48.501,40.72,36.564,36.516
1863,200.06,203.34,179.06,161.89
12528,1242.3,1399,1409.5,1461.6
60,2.6796,2.4473,2.4035,6.4517
0,0.15193,0.11758,0.12848,0.11921
