,State,298,304,311,318,325
0,Washington,130040,16795,21315,26658,31791
1,Illinois,573616,108527,139263,150226,146258
2,California,1032095,62319,62160,61771,58214
3,Arizona,275436,24195,29647,36623,42331
4,Massachusetts,188275,37483,62419,75421,69269
5,Wisconsin,329924,47641,47778,43376,37389
6,Texas,1073590,69897,70330,66781,60717
7,Nebraska,98161,16899,19509,20546,20180
8,Utah,153808,23264,24171,25748,25647
9,Oregon,56880,7549,8228,9323,10506
10,Florida,885201,45885,62702,77884,93456
11,New York,560200,43690,58842,73669,83931
12,Rhode Island,41529,4490,7461,9246,10824
13,Georgia,424989,34902,55966,77979,99131
14,New Hampshire,14682,2902,3816,5054,6474
15,North Carolina,312235,21368,18804,18259,17888
16,New Jersey,279274,25471,23525,23901,24453
17,Colorado,163417,41436,50441,56994,59309
18,Maryland,165930,15161,17226,20009,22224
19,Nevada,120183,12673,10978,10507,10121
20,Tennessee,310937,31968,33517,33083,30036
21,Hawaii,16759,759,751,753,753
22,Indiana,251597,50162,49146,49583,47582
23,Kentucky,137586,22818,25213,28122,29874
24,Minnesota,223581,58277,63149,61529,52796
25,Oklahoma,154128,19140,19691,19895,19067
26,Pennsylvania,268696,35130,40575,45676,49670
27,South Carolina,195507,13234,15240,17351,18687
28,District of Columbia,18977,1142,1401,1700,2013
29,Kansas,117564,15203,22717,25741,27484
30,Missouri,244541,52378,57086,61896,60745
31,Vermont,2889,741,1067,1600,2342
32,Virginia,201960,11511,12680,13737,14623
33,Connecticut,88645,6806,9475,10508,11513
34,Iowa,186314,42691,54532,59239,57296
35,Louisiana,204513,20950,49426,79259,92766
36,Ohio,298096,56758,64680,69089,68322
37,Michigan,275792,55190,62697,67873,70175
38,South Dakota,65381,11973,10692,8923,6976
39,Arkansas,133040,13769,14638,14605,13636
40,Delaware,28803,2514,2613,2862,3103
41,Mississippi,134309,8645,8176,7873,7378
42,New Mexico,64201,10194,11972,12540,12257
43,North Dakota,63796,13488,12765,12052,10769
44,Wyoming,22494,5269,6199,6452,6245
45,Alaska,23814,4525,4281,4161,3896
46,Maine,8944,1827,3142,4943,7419
47,Alabama,217822,17934,21157,24200,26412
48,Idaho,82245,11695,13174,14472,15117
49,Montana,47158,9056,7777,6993,6027
50,Puerto Rico,42479,NaN,NaN,NaN,NaN
51,Virgin Islands,1434,NaN,NaN,NaN,NaN
52,Guam,5924,NaN,NaN,NaN,NaN
53,West Virginia,33659,6921,7400,8331,9000
54,Northern Mariana Islands,102,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
