,State,284,290,297,304,311
0,Washington,108315,5792,6593,6371,6789
1,Illinois,423527,33300,30911,30040,27920
2,California,935878,31618,32004,31009,30515
3,Arizona,247473,9597,10794,12878,14643
4,Massachusetts,159707,9729,10526,13365,14740
5,Wisconsin,241422,30776,29348,28958,27955
6,Texas,945828,33860,32995,32839,32202
7,Nebraska,71666,7615,7933,8013,10079
8,Utah,116510,12104,14907,13774,12635
9,Oregon,45429,3784,4379,4521,5370
10,Florida,807412,29751,28155,27850,27757
11,New York,509735,15362,16152,17377,21208
12,Rhode Island,32874,3252,4111,4544,5305
13,Georgia,361982,12801,15591,12403,12897
14,New Hampshire,11214,788,1043,1380,2149
15,North Carolina,276692,18173,22499,26330,25995
16,New Jersey,239629,10564,14424,14297,14895
17,Colorado,109910,14323,16003,18604,21829
18,Maryland,146145,6225,6526,6746,7065
19,Nevada,101477,6752,6873,7081,7973
20,Tennessee,261426,18810,22699,24519,25569
21,Hawaii,15367,568,713,937,1076
22,Indiana,182108,21009,25270,25612,25934
23,Kentucky,108642,12106,15930,15847,15928
24,Minnesota,150672,17036,18209,18922,22140
25,Oklahoma,124111,8743,9002,8409,9773
26,Pennsylvania,214416,16920,17995,20377,25062
27,South Carolina,178023,8083,8233,8032,9273
28,District of Columbia,17369,537,613,763,938
29,Kansas,90290,7343,7611,7499,8707
30,Missouri,188325,16902,17953,22837,24194
31,Vermont,2196,104,158,177,235
32,Virginia,182392,9291,10158,12814,12816
33,Connecticut,71207,4973,5886,6418,6503
34,Iowa,130974,14058,16144,19915,21888
35,Louisiana,187720,3986,4323,4417,4516
36,Ohio,219000,21665,25031,26007,25132
37,Michigan,197406,22547,27076,25910,27620
38,South Dakota,47324,7607,7677,7771,9466
39,Arkansas,113057,7109,7596,7969,8713
40,Delaware,25126,1224,1776,2168,2746
41,Mississippi,120500,5654,6419,6441,6381
42,New Mexico,47232,6284,6552,6045,6423
43,North Dakota,45043,7513,7726,8307,9629
44,Wyoming,13723,2976,3858,4334,4360
45,Alaska,16705,3050,3607,4595,5095
46,Maine,6711,458,536,753,993
47,Alabama,194458,12446,10986,13020,13140
48,Idaho,65088,6766,7103,7118,7783
49,Montana,33495,6421,6633,6316,6443
50,Puerto Rico,34541,5165,6032,5785,6305
51,Virgin Islands,1376,NaN,NaN,NaN,NaN
52,Guam,4628,530,680,982,1147
53,West Virginia,24883,3045,3946,4670,5138
54,Northern Mariana Islands,96,8,7,7,7
55,American Samoa,0,8,6,7,7
