,State,228,234,241,248,255
0,Washington,77235,2914,2819,2680,2606
1,Illinois,251515,15058,15330,14307,13918
2,California,738856,28453,26636,24569,23711
3,Arizona,205767,3434,3508,3479,3478
4,Massachusetts,122562,2579,2470,2336,2343
5,Wisconsin,81193,5881,5680,5425,5184
6,Texas,658202,25464,24653,23578,23398
7,Nebraska,35886,1585,1614,1502,1428
8,Utah,54660,2918,2879,2790,2713
9,Oregon,28044,1499,1467,1404,1410
10,Florida,646431,20206,19413,17933,18905
11,New York,439501,5613,5740,5717,5851
12,Rhode Island,22243,426,428,409,387
13,Georgia,283199,13627,13066,12426,12440
14,New Hampshire,7447,196,210,216,220
15,North Carolina,181517,10138,10115,9769,9663
16,New Jersey,194058,2457,2530,2608,2728
17,Colorado,59251,2048,1963,1911,1853
18,Maryland,112119,4195,4190,4057,3999
19,Nevada,71610,2703,2476,2315,2297
20,Tennessee,164126,11128,10767,10310,10120
21,Hawaii,9855,1373,1329,1251,1222
22,Indiana,99804,6552,6459,6173,5991
23,Kentucky,52774,4501,4528,4369,4282
24,Minnesota,80587,5252,5254,5013,4834
25,Oklahoma,63607,5102,5176,4998,4958
26,Pennsylvania,143824,5323,5550,5503,5657
27,South Carolina,124952,6380,6588,6555,6790
28,District of Columbia,14279,307,297,284,278
29,Kansas,45830,3450,3445,3217,3059
30,Missouri,94492,9690,9547,9045,8828
31,Vermont,1648,27,29,28,28
32,Virginia,126877,7540,7368,7166,7173
33,Connecticut,53365,734,777,791,745
34,Iowa,70215,5300,5248,5035,4833
35,Louisiana,152868,5170,4667,4578,4615
36,Ohio,130558,8097,8424,8321,8548
37,Michigan,117191,3862,4157,3865,3771
38,South Dakota,15109,1628,1622,1605,1606
39,Arkansas,65377,4438,4285,4207,4243
40,Delaware,18043,731,686,676,666
41,Mississippi,86888,3963,3788,3600,3622
42,New Mexico,26107,745,741,702,715
43,North Dakota,13631,1885,1843,1782,1773
44,Wyoming,4032,217,200,192,187
45,Alaska,5760,547,531,507,504
46,Maine,4683,195,172,170,175
47,Alabama,132314,6683,6652,6240,6133
48,Idaho,33664,1731,1654,1570,1578
49,Montana,8264,857,858,835,839
50,Puerto Rico,34533,1121,1073,960,926
51,Virgin Islands,1181,66,51,46,44
52,Guam,1619,229,229,223,218
53,West Virginia,11418,1172,1264,1292,1377
54,Northern Mariana Islands,58,0,0,0,0
55,American Samoa,0,0,0,0,0
