,State,305,311,318,325,332
0,Washington,141260,14716,15683,16480,17071
1,Illinois,656298,81624,75414,67347,58335
2,California,1114524,91621,111004,131851,152888
3,Arizona,299665,25672,31464,38236,45981
4,Massachusetts,206850,17676,18042,17816,17537
5,Wisconsin,376238,48642,46178,41869,36375
6,Texas,1153529,79165,82784,85279,86431
7,Nebraska,114061,16301,16473,16384,16039
8,Utah,177176,24859,25397,24812,23217
9,Oregon,65170,8161,8753,9121,9218
10,Florida,938414,58892,67448,75453,82208
11,New York,596214,29439,28501,26077,24090
12,Rhode Island,48001,6487,7053,7663,8146
13,Georgia,449132,26468,31379,36716,42536
14,New Hampshire,17637,3503,4397,5488,6795
15,North Carolina,336775,25272,28583,31678,34323
16,New Jersey,306007,25394,26392,26387,26485
17,Colorado,198600,37689,38108,36538,33275
18,Maryland,182139,18634,23283,28554,34188
19,Nevada,133888,15096,17736,20436,22816
20,Tennessee,340476,30627,31237,31387,31099
21,Hawaii,17483,606,575,542,513
22,Indiana,295357,54215,64810,77328,90745
23,Kentucky,158100,22272,25112,28023,30902
24,Minnesota,270157,50861,52958,52243,48849
25,Oklahoma,174330,22112,24361,26154,27304
26,Pennsylvania,313358,51325,64172,79289,94970
27,South Carolina,206295,12527,14435,16527,18805
28,District of Columbia,20151,1358,1650,2009,2417
29,Kansas,137085,20104,21171,21581,21241
30,Missouri,277112,35639,37381,38333,38284
31,Vermont,3629,877,1147,1486,1893
32,Virginia,217796,15473,17752,19938,21865
33,Connecticut,101469,12843,13913,15031,16023
34,Iowa,211664,25335,22193,19201,16432
35,Louisiana,220192,18818,25324,33507,42510
36,Ohio,351419,56547,58252,56442,51490
37,Michigan,329021,60275,68803,77986,87504
38,South Dakota,73065,9553,9857,9975,9877
39,Arkansas,145173,12295,12297,12123,11780
40,Delaware,31808,3305,4008,4806,5687
41,Mississippi,143180,10069,11144,11968,12437
42,New Mexico,81896,16732,19024,20286,20184
43,North Dakota,72683,9739,9686,9393,8891
44,Wyoming,28169,6275,7252,8202,9023
45,Alaska,27773,4512,4901,5310,5699
46,Maine,10359,1333,1307,1240,1139
47,Alabama,232506,16507,18004,19137,19794
48,Idaho,91653,10207,10726,11154,11463
49,Montana,55680,9905,11321,12671,13852
50,Puerto Rico,47459,5157,5787,6447,7173
51,Virgin Islands,1504,NaN,NaN,NaN,NaN
52,Guam,6452,409,297,214,153
53,West Virginia,40478,8409,10644,13210,15830
54,Northern Mariana Islands,104,2,2,2,2
55,American Samoa,0,0,0,0,0
