,State,172,178,185,192,199,206,213,220,227
0,Washington,40656,5427,5819,6327,6875,7460,8084,8750,9462
1,Illinois,155048,4214,4595,4900,5224,5530,5869,6210,6565
2,California,324543,70732,73818,78761,84030,89496,95197,100874,106482
3,Arizona,122467,44257,42085,41901,41507,40901,40137,39036,37937
4,Massachusetts,106675,954,1014,1039,1064,1088,1114,1140,1168
5,Wisconsin,36448,4152,4624,5173,5732,6355,7037,7796,8630
6,Texas,262762,91246,93944,100207,106783,113317,119900,126362,132267
7,Nebraska,21172,817,857,881,902,924,942,964,986
8,Utah,29484,5182,5105,5142,5180,5209,5226,5241,5246
9,Oregon,12170,2527,2535,2626,2744,2847,2959,3072,3191
10,Florida,269811,125899,127981,136699,145063,152602,158937,164342,168882
11,New York,401706,3858,3926,3948,3967,3985,4002,4018,4033
12,Rhode Island,17312,210,200,186,175,163,153,144,134
13,Georgia,116935,29241,29841,31578,33272,34965,36692,38457,40055
14,New Hampshire,6054,92,71,21,5,1,0,0,0
15,North Carolina,88316,12889,12684,12680,12673,12654,12621,12576,12515
16,New Jersey,175298,1557,1518,1461,1406,1353,1302,1251,1201
17,Colorado,36895,2260,2426,2615,2816,3033,3279,3537,3807
18,Maryland,73109,1619,1779,1862,1947,2037,2135,2222,2312
19,Nevada,27683,8937,8861,9201,9557,9911,10232,10492,10780
20,Tennessee,61960,13725,13596,13967,14283,14586,14878,15124,15347
21,Hawaii,1220,247,272,306,343,385,432,484,542
22,Indiana,51612,3057,3698,4317,5064,5951,6986,8192,9591
23,Kentucky,19389,2144,2422,2718,3059,3428,3822,4274,4783
24,Minnesota,42281,2366,2770,3147,3555,4018,4521,5071,5699
25,Oklahoma,20235,5544,5620,5898,6183,6493,6776,7076,7383
26,Pennsylvania,99794,5231,5495,5821,6178,6547,6929,7327,7775
27,South Carolina,56648,18702,17641,17413,17192,16919,16601,16249,15874
28,District of Columbia,10847,130,128,121,113,106,100,94,88
29,Kansas,18981,3798,4077,4483,4942,5443,6033,6600,7185
30,Missouri,27880,4705,4760,4969,5180,5409,5636,5866,6093
31,Vermont,1296,36,29,10,3,1,0,0,0
32,Virginia,70670,3014,3139,3194,3250,3303,3360,3407,3457
33,Connecticut,47287,312,290,263,136,24,3,0,0
34,Iowa,35410,3629,3973,4363,4774,5187,5646,6148,6687
35,Louisiana,78122,13983,14736,15896,17233,18507,19815,21128,22448
36,Ohio,65592,9581,9721,10183,10635,11107,11582,12056,12523
37,Michigan,76776,3443,3701,4002,4328,4686,5058,5472,5896
38,South Dakota,7499,351,363,372,379,388,395,404,412
39,Arkansas,28367,4891,4412,4182,3968,3746,3544,3357,3180
40,Delaware,12804,832,910,1000,1099,1191,1303,1419,1541
41,Mississippi,36287,6355,6673,7189,7711,8216,8722,9207,9705
42,New Mexico,15028,1763,1890,2053,2216,2377,2560,2743,2917
43,North Dakota,4334,301,352,403,462,530,610,699,794
44,Wyoming,1862,378,400,441,488,534,584,638,697
45,Alaska,1479,325,358,399,447,500,557,621,691
46,Maine,3539,151,137,126,114,104,86,30,8
47,Alabama,53587,10322,10058,10075,10092,10092,10074,10038,9983
48,Idaho,10903,4793,4985,5521,6121,6765,7435,8176,8894
49,Montana,1758,740,863,1042,1260,1522,1835,2209,2656
50,Puerto Rico,9654,965,1026,1090,1151,1220,1289,1365,1440
51,Virgin Islands,181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,4244,879,1027,1232,1514,1816,2177,2602,3102
54,Northern Mariana Islands,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
