256,262,269,276,283
89419,3844.1,4447.2,4605.4,5602.3
3.0278e+05,14717,15272,15876,15646
8.2952e+05,21439,21599,21591,21557
2.204e+05,3862.6,3632.5,3801.7,3998.4
1.343e+05,4397.6,6092.9,7517.5,8199.1
1.308e+05,19583,19990,19783,20034
7.8743e+05,31850,31486,31174,31363
47403,3476,3343.8,3418.8,3894.9
76225,5611.9,5594.2,5595,6196.6
34511,2151.7,2174.8,2335.5,2332.8
7.1459e+05,18375,17726,17384,18436
4.6336e+05,10395,12690,16843,26286
25076,846.03,846.12,918.72,984.83
3.2217e+05,9656.3,7849.4,7888.1,7448.5
8597,493.42,908.17,898.46,1096.8
2.1689e+05,9260.2,9529.9,9727.3,10067
2.0758e+05,5268.9,5996,7312.8,8715.9
72533,4367.3,4723.4,4740.8,4683.5
1.2682e+05,3870.9,3740.8,4210.6,4080.4
81708,3568.6,3591.1,3772.5,4112.7
1.996e+05,8748.5,7791.8,7533.3,7807.5
12734,722.69,764.9,760.7,776.96
1.2406e+05,8563.4,12167,11415,11538
72001,7711,8163.5,7740.6,7724.4
1.0279e+05,8864.1,8254.5,8943,9052.2
90748,6457.6,6342.2,5509.5,5251.6
1.6624e+05,6962.2,7055,6891,8252.7
1.5089e+05,5449.6,5262.6,5325.5,5600.3
15473,325.17,324.09,330.38,331.13
60725,3914.8,3646,3638.1,3699.5
1.3263e+05,7742.4,7483.4,7568.4,7301.9
1778,51.069,47.983,52.019,69.068
1.5058e+05,6393,5978,5012.6,3947.7
58297,1466,1806.9,2184.8,2255.1
92301,5194.9,6705.2,7675.3,7869.4
1.674e+05,3444.3,3586.4,3248.2,3219.8
1.5797e+05,8264.5,10158,10523,12481
1.4127e+05,7410.4,6986.8,7158.5,7377.9
23986,3009.6,3110.6,3184.4,2954.4
86525,4442.6,4576.8,4457.7,4193.4
21125,1141.2,1288.8,1400.5,1447.2
1.0017e+05,4049,4098.5,4290.4,4387.7
30296,2101.5,2530.1,3331.2,3233.5
23134,2746.7,2721,2745.5,2721.5
6365,851.25,839.29,775.57,898.1
8217,1024.7,1191.7,1124.6,1240.8
5484,260.01,262.7,271.85,277.23
1.5838e+05,6582.3,6349,6111,5935.4
43702,3374.1,3983.8,4198.3,4390.4
14356,2692,2688.6,2760.2,2740.3
50375,3017.9,3080.7,3035.6,3242.7
1327,37.264,37.498,38.367,38.463
2617,188.91,184.02,190.54,188.76
16481,1404.2,1384.9,1503.2,1493.8
73,3.4625,2.1269,2.4361,2.4505
0,0.046281,0.052825,0.06264,0.073096
