,State,362,367,374,381,388
0,Washington,289939,16450,14300,12571,11181
1,Illinois,1072214,39505,34893,30876,27436
2,California,3019758,268586,240474,212697,187735
3,Arizona,679282,63761,62176,59659,57644
4,Massachusetts,473441,39728,37363,35028,32804
5,Wisconsin,569335,18497,16024,13834,11969
6,Texas,2138190,159657,146242,129734,113362
7,Nebraska,182176,5458,4948,4527,4173
8,Utah,324919,18477,17175,15966,14853
9,Oregon,133851,7486,6463,5555,4793
10,Florida,1579281,106228,105218,102569,99924
11,New York,1255971,116113,107812,97707,89347
12,Rhode Island,104443,5341,4798,4377,4015
13,Georgia,820952,63275,61524,59821,58378
14,New Hampshire,56864,4880,4177,3577,3093
15,North Carolina,674637,58588,54954,51482,48539
16,New Jersey,631074,47068,48564,46288,43416
17,Colorado,376171,14706,12926,11416,10190
18,Maryland,328214,20380,18923,17627,16489
19,Nevada,262794,13151,11191,9648,8459
20,Tennessee,687751,33112,30737,29397,28606
21,Hawaii,24710,1176,1128,1076,1028
22,Indiana,592709,26675,21713,17731,14687
23,Kentucky,328667,27757,26864,25410,24116
24,Minnesota,447349,10575,9267,8242,7387
25,Oklahoma,356816,26372,24793,23307,21934
26,Pennsylvania,774566,44295,35796,29600,25328
27,South Carolina,391464,39878,39649,37605,35758
28,District of Columbia,34033,2169,1890,1617,1394
29,Kansas,261825,9800,7823,6227,4954
30,Missouri,450694,15269,14046,13164,12468
31,Vermont,10220,1226,1142,1052,971
32,Virginia,446550,45908,48668,47637,45555
33,Connecticut,230125,13739,11938,10457,9241
34,Iowa,306083,8119,6981,5894,4918
35,Louisiana,369951,24424,23920,23098,22198
36,Ohio,831066,46898,42035,38197,35045
37,Michigan,585128,14836,12309,10528,9235
38,South Dakota,105659,2037,1644,1330,1084
39,Arkansas,272263,16464,14269,12537,11162
40,Delaware,70910,5401,5065,4711,4388
41,Mississippi,253932,14200,12541,11278,10339
42,New Mexico,164263,7616,6693,5878,5176
43,North Dakota,95934,1067,889,747,631
44,Wyoming,49708,2224,2009,1801,1622
45,Alaska,52093,1637,1387,1192,1039
46,Maine,33876,3973,3614,3308,3053
47,Alabama,424028,20126,17272,15324,13874
48,Idaho,155554,5428,4750,4196,3741
49,Montana,89576,3111,2705,2354,2060
50,Puerto Rico,87939,3274,2436,1812,1334
51,Virgin Islands,2260,23,13,9,7
52,Guam,7474,55,45,36,29
53,West Virginia,109809,7525,6455,5498,4662
54,Northern Mariana Islands,129,1,1,1,1
55,American Samoa,0,0,0,0,0
