,State,285,290,297,304,311
0,Washington,109354,6117,7339,8059,9168
1,Illinois,429749,61196,82242,101569,128105
2,California,940411,32573,37905,41991,48765
3,Arizona,248139,10033,12192,14529,19806
4,Massachusetts,160549,11912,15685,18862,22870
5,Wisconsin,244927,40373,56340,72229,95611
6,Texas,952592,49320,56484,61638,71970
7,Nebraska,72620,11321,15218,19148,24369
8,Utah,117706,15488,20359,24727,32004
9,Oregon,45978,3401,3898,4081,4393
10,Florida,812063,28410,31993,33300,37640
11,New York,511368,19476,25838,30793,37753
12,Rhode Island,34120,5797,11107,22627,49813
13,Georgia,362921,11113,12120,12227,12916
14,New Hampshire,11320,1143,1543,1938,2454
15,North Carolina,278028,20574,25632,30646,37969
16,New Jersey,240997,15362,20613,25612,32537
17,Colorado,112147,17217,22854,27997,35224
18,Maryland,146995,7065,9125,10513,12366
19,Nevada,102114,6245,7296,7774,8677
20,Tennessee,264587,17589,21807,24307,28366
21,Hawaii,15444,448,428,365,317
22,Indiana,185185,23258,30648,36772,44755
23,Kentucky,109670,22571,25766,28744,32607
24,Minnesota,153620,19330,28544,37579,50680
25,Oklahoma,125195,9942,10738,10834,11391
26,Pennsylvania,217243,18996,23581,27232,31897
27,South Carolina,178917,7885,8865,9249,10158
28,District of Columbia,17438,644,805,881,962
29,Kansas,90738,8110,8848,9408,10190
30,Missouri,191223,17101,19741,20714,22184
31,Vermont,2219,133,165,189,229
32,Virginia,183418,10952,14356,16887,19956
33,Connecticut,73858,8843,15679,32482,57713
34,Iowa,132516,17024,21774,25793,30779
35,Louisiana,187995,6319,9399,11945,15505
36,Ohio,221909,23515,28664,32615,38319
37,Michigan,204326,17713,19572,22480,26232
38,South Dakota,47850,10536,14264,17427,21579
39,Arkansas,113641,8108,9816,11033,13119
40,Delaware,25311,1427,1714,1809,1921
41,Mississippi,120865,5974,6768,7291,8191
42,New Mexico,48104,8051,11229,14825,20473
43,North Dakota,46015,8825,11825,13995,16542
44,Wyoming,14167,3079,3940,4610,5585
45,Alaska,17057,2220,2733,3033,3568
46,Maine,6798,397,519,601,707
47,Alabama,195692,11529,13629,15130,17449
48,Idaho,65845,7536,7630,7437,7629
49,Montana,34252,6164,6830,7210,8216
50,Puerto Rico,35405,NaN,NaN,NaN,NaN
51,Virgin Islands,1376,NaN,NaN,NaN,NaN
52,Guam,4628,NaN,NaN,NaN,NaN
53,West Virginia,25238,2718,3060,3081,3195
54,Northern Mariana Islands,96,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
