,State,326,332,339,346,353
0,Washington,202063,24188,23501,22014,21412
1,Illinois,848904,52724,48859,43721,39288
2,California,1585378,NaN,NaN,NaN,NaN
3,Arizona,408442,45758,43966,43772,41938
4,Massachusetts,290578,38296,43890,44593,44768
5,Wisconsin,468956,29575,30061,31139,31715
6,Texas,1481899,84355,77877,71199,64833
7,Nebraska,148861,8917,8327,8695,9101
8,Utah,233904,18006,18565,19520,20592
9,Oregon,93853,10116,9885,9584,9414
10,Florida,1125931,67577,63504,61915,60194
11,New York,774767,74359,76494,74304,65282
12,Rhode Island,70818,9705,9920,9942,9809
13,Georgia,542838,41201,47639,47963,48022
14,New Hampshire,30956,6483,6693,6742,6649
15,North Carolina,436595,43948,47155,48144,48216
16,New Jersey,400650,37853,40090,43016,45274
17,Colorado,288193,27911,26736,26585,26620
18,Maryland,234647,21182,21701,21487,21524
19,Nevada,186833,20347,20863,20936,20972
20,Tennessee,454305,44410,44838,44940,44931
21,Hawaii,19588,713,702,708,702
22,Indiana,425434,43773,43824,42607,41661
23,Kentucky,223103,22360,22301,22258,22452
24,Minnesota,378823,27518,26137,26506,26962
25,Oklahoma,237668,20603,20512,20500,20669
26,Pennsylvania,495099,74689,75153,70672,64135
27,South Carolina,252206,23726,26099,28090,29543
28,District of Columbia,24874,2177,2303,2389,2530
29,Kansas,188460,18805,20012,20162,20211
30,Missouri,353178,24419,24434,24742,24768
31,Vermont,5753,715,743,748,738
32,Virginia,281909,34823,39368,45474,45455
33,Connecticut,146761,21999,23066,23016,22382
34,Iowa,256249,11369,11180,11646,13555
35,Louisiana,268613,16276,17184,19054,22390
36,Ohio,562727,86155,79333,75428,66750
37,Michigan,465159,38580,38809,37003,37606
38,South Dakota,91038,4871,4968,5004,5103
39,Arkansas,185702,15818,16798,17870,18995
40,Delaware,45460,6185,6487,6495,6480
41,Mississippi,179447,15837,16379,17140,19008
42,New Mexico,119800,10577,9957,9494,9205
43,North Dakota,87871,5585,5926,5911,5855
44,Wyoming,39360,2809,2679,2656,2844
45,Alaska,41143,4652,4573,4621,4638
46,Maine,15923,2872,3455,3897,4419
47,Alabama,295631,27789,29038,30313,30503
48,Idaho,121179,12182,12594,12410,12335
49,Montana,73303,5236,5602,5811,6029
50,Puerto Rico,62431,6538,6625,6470,6239
51,Virgin Islands,1791,221,258,275,286
52,Guam,7079,68,58,61,64
53,West Virginia,63217,8790,9132,9055,9191
54,Northern Mariana Islands,113,7,6,5,3
55,American Samoa,0,0,0,0,0
