,State,320,325,332,339,346
0,Washington,184404,19828,18019,23051,20915
1,Illinois,796264,59388,44401,55350,58923
2,California,1390828,147144,118971,127574,148157
3,Arizona,365843,43386,40256,45079,46380
4,Massachusetts,259325,37355,35749,42159,46023
5,Wisconsin,443389,29806,24739,25188,23783
6,Texas,1331719,90019,75761,83964,91093
7,Nebraska,141127,13109,11744,13413,16960
8,Utah,217638,21631,19206,24390,24281
9,Oregon,85788,12192,12756,13917,16623
10,Florida,1065785,77350,78965,81661,115327
11,New York,713129,75694,69614,76049,104449
12,Rhode Island,65818,8637,8073,8880,9911
13,Georgia,506690,32901,34458,35954,34174
14,New Hampshire,25816,5159,4987,6086,6612
15,North Carolina,399362,40260,36824,46156,42051
16,New Jersey,371579,38651,38314,40582,42546
17,Colorado,264618,31041,27182,29652,30002
18,Maryland,217329,20561,20885,21447,25776
19,Nevada,170587,18934,18332,18664,18806
20,Tennessee,408730,32583,28013,29048,33738
21,Hawaii,18923,762,940,1011,1145
22,Indiana,387278,47526,40427,44412,48141
23,Kentucky,202591,24711,22142,28285,26174
24,Minnesota,356152,40617,33421,40089,36718
25,Oklahoma,218389,22835,21449,22005,22921
26,Pennsylvania,432207,65341,57304,71505,82525
27,South Carolina,234652,17520,17908,20159,22479
28,District of Columbia,23319,NaN,NaN,NaN,NaN
29,Kansas,176871,16782,12787,15174,17038
30,Missouri,332227,26793,23734,23775,21134
31,Vermont,5080,1058,1088,1276,933
32,Virginia,258870,23677,23481,24981,25273
33,Connecticut,135844,15486,13428,17117,16460
34,Iowa,245984,13213,9764,9562,7579
35,Louisiana,252136,22162,22946,23180,34163
36,Ohio,484297,68491,63155,65631,76265
37,Michigan,436400,47461,37397,47738,52449
38,South Dakota,86500,5835,5429,5605,4094
39,Arkansas,172042,14748,13938,15662,16037
40,Delaware,40711,5441,5301,5301,5865
41,Mississippi,166194,14098,13496,14728,17940
42,New Mexico,109947,13044,12191,12381,13518
43,North Dakota,83342,4212,4012,3999,3898
44,Wyoming,36985,3899,4204,4806,5219
45,Alaska,37539,5360,4912,5516,6522
46,Maine,13775,2058,2011,2213,1927
47,Alabama,272229,22922,22522,24301,23117
48,Idaho,111893,9825,8881,10371,10129
49,Montana,68591,6472,6083,6983,7782
50,Puerto Rico,57622,NaN,NaN,NaN,NaN
51,Virgin Islands,1649,NaN,NaN,NaN,NaN
52,Guam,7019,NaN,NaN,NaN,NaN
53,West Virginia,56128,8796,8344,9177,8838
54,Northern Mariana Islands,111,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
