,State,204,213,220,227,234,241,248,255
0,Washington,65339,3141,2376,1785,1333,1019,762,266
1,Illinois,201727,9155,7651,6262,5010,4058,3287,1203
2,California,597984,77025,67600,58092,50135,41019,34016,12650
3,Arizona,190794,4499,3387,2487,1880,1430,1062,364
4,Massachusetts,115521,1358,1005,740,554,420,316,109
5,Wisconsin,63206,3627,3091,2569,2087,1698,1375,512
6,Texas,530857,40089,33442,28243,23255,19083,15570,5857
7,Nebraska,29660,1320,1099,901,732,593,479,174
8,Utah,45424,1902,1554,1274,1008,807,653,235
9,Oregon,22300,1584,1335,1119,925,752,603,216
10,Florida,557137,47611,40307,33850,27447,22618,18797,7023
11,New York,423440,3307,2604,2108,1684,1343,1078,395
12,Rhode Island,20240,429,348,281,225,180,145,52
13,Georgia,228668,21445,18262,15442,13021,10682,8766,3304
14,New Hampshire,6921,120,98,80,63,51,40,14
15,North Carolina,145082,6570,5447,4487,3607,3002,2422,877
16,New Jersey,186594,2024,1630,1298,1033,820,653,235
17,Colorado,52200,2090,1745,1438,1143,925,766,284
18,Maryland,98160,3739,3097,2537,2077,1703,1407,526
19,Nevada,58650,3351,2616,2011,1564,1180,885,305
20,Tennessee,128511,8135,6908,5744,4801,3852,3150,1175
21,Hawaii,4312,1315,1309,1254,1168,1002,886,344
22,Indiana,77565,4475,3748,3029,2494,2050,1671,614
23,Kentucky,37686,5305,4735,4097,3489,2906,2429,922
24,Minnesota,62993,3126,2565,2108,1701,1373,1093,403
25,Oklahoma,46103,3818,3267,2768,2248,1828,1472,551
26,Pennsylvania,126905,4574,3737,3021,2446,2004,1614,600
27,South Carolina,103909,5319,4495,3740,3120,2595,2141,790
28,District of Columbia,13024,410,336,271,220,177,141,52
29,Kansas,32484,2630,2255,1883,1550,1271,1047,384
30,Missouri,64429,8090,7140,6087,5225,4336,3623,1363
31,Vermont,1484,32,26,20,16,12,9,3
32,Virginia,103622,4907,4077,3393,2785,2255,1805,673
33,Connecticut,50782,410,330,260,205,162,128,47
34,Iowa,50373,2159,1785,1457,1209,969,778,286
35,Louisiana,135439,5947,4568,3426,2563,1895,1424,495
36,Ohio,105426,7336,6115,5025,4146,3383,2705,988
37,Michigan,99856,3526,2884,2358,1891,1532,1227,457
38,South Dakota,9897,506,421,340,279,225,180,64
39,Arkansas,51766,3438,2863,2386,1952,1573,1316,482
40,Delaware,15967,348,280,227,183,147,117,43
41,Mississippi,69986,4977,4133,3460,2848,2324,1879,697
42,New Mexico,22987,947,783,636,507,410,330,119
43,North Dakota,8171,756,661,563,461,380,312,114
44,Wyoming,3119,96,73,55,41,30,22,7
45,Alaska,3963,385,313,249,194,150,114,39
46,Maine,4089,56,44,34,26,20,15,5
47,Alabama,105557,6400,5367,4474,3669,3074,2494,921
48,Idaho,26629,2816,2468,2116,1753,1450,1202,453
49,Montana,5407,667,585,500,425,354,291,109
50,Puerto Rico,24446,4458,4154,3675,3311,2849,2431,928
51,Virgin Islands,682,184,184,176,158,141,124,47
52,Guam,477,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,8163,705,612,519,424,352,289,108
54,Northern Mariana Islands,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
