,State,291,297,304,311,318,325,332
0,Washington,117331,10421,14725,20600,28107,36570,44548
1,Illinois,487987,84221,108187,125376,129932,122123,103250
2,California,972713,41079,51167,63463,76808,91666,105970
3,Arizona,259264,13072,16338,20040,23746,26429,27838
4,Massachusetts,171399,11542,12463,13714,14845,15739,15950
5,Wisconsin,281910,39240,40542,39154,35431,30109,24116
6,Texas,1003478,56504,70284,89540,119547,163766,215622
7,Nebraska,83969,11798,14416,16269,17140,16907,15990
8,Utah,132621,14055,16963,19332,20578,20416,19121
9,Oregon,50448,5208,6441,7887,9655,11513,13395
10,Florida,843897,38108,48527,61884,78396,96372,114334
11,New York,529036,20812,26065,32397,39932,48649,56437
12,Rhode Island,36380,2822,2627,2421,2267,2185,2059
13,Georgia,406061,10418,10298,10395,10938,11311,11814
14,New Hampshire,12488,1349,1741,2263,2836,3508,4201
15,North Carolina,293339,16829,17198,17847,18856,19529,20083
16,New Jersey,254595,16841,20445,24045,27604,30091,31293
17,Colorado,130984,23452,26596,29104,30663,30987,29690
18,Maryland,153996,8971,10814,13144,15483,17699,19544
19,Nevada,110022,8337,9896,11452,12881,13749,14116
20,Tennessee,281851,15196,17105,20233,23986,28578,32889
21,Hawaii,16179,840,1198,1681,2395,3311,4481
22,Indiana,210374,30643,36288,40286,41597,39857,36165
23,Kentucky,120838,13180,13809,14636,15231,15009,14233
24,Minnesota,180862,32759,42051,48869,51014,47169,39843
25,Oklahoma,136258,8760,9283,9914,10310,10674,10547
26,Pennsylvania,235014,22419,26485,30718,34882,38089,40260
27,South Carolina,185688,7986,8564,9217,9975,10644,11345
28,District of Columbia,18001,623,492,404,325,255,225
29,Kansas,104622,10923,12844,14275,15017,14716,13482
30,Missouri,212869,24210,29723,35029,39158,41000,40519
31,Vermont,2392,213,252,333,486,700,1009
32,Virginia,192175,10057,11127,12481,14453,16249,18519
33,Connecticut,78125,7791,7643,7506,7556,7548,7432
34,Iowa,154778,22686,28061,30921,30157,26314,20797
35,Louisiana,192981,4224,5202,6632,8524,10767,13308
36,Ohio,250268,35731,44654,54311,62599,67939,69133
37,Michigan,229073,36661,43684,50097,54687,56758,55457
38,South Dakota,55404,7139,7269,6778,5968,4894,3744
39,Arkansas,121866,8817,10529,11975,13201,13662,13249
40,Delaware,26603,1454,1684,1975,2267,2544,2897
41,Mississippi,126689,5193,5944,7000,8105,9254,10079
42,New Mexico,54881,6823,7240,7511,7724,7566,7245
43,North Dakota,54305,7998,8092,7113,5691,4275,3003
44,Wyoming,17310,2644,2827,2816,2691,2440,2125
45,Alaska,19826,1912,2082,2191,2241,2228,2093
46,Maine,7693,1326,2115,3389,5307,7794,10178
47,Alabama,204665,10751,11689,12522,12821,12823,12373
48,Idaho,72961,7224,8120,8947,9501,9840,9550
49,Montana,39679,5098,5363,5407,5095,4625,3956
50,Puerto Rico,38100,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1405,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5077,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,28404,3816,4484,5192,5810,6143,6096
54,Northern Mariana Islands,100,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
