277,283,290,297,304
1.0226e+05,5358.9,5425,6120.7,6164.9
3.749e+05,41562,44966,49981,53021
9.0368e+05,41809,47910,52808,53365
2.3677e+05,8161.1,9753.1,11245,11099
1.4949e+05,8116.6,8937.7,10911,10437
1.9454e+05,25537,26780,27973,28076
8.8836e+05,41087,47602,51592,62542
63215,7212.9,8725.9,9435.6,9986.6
1.0312e+05,11844,12919,12415,12253
41739,2334.6,2314.4,2595.7,2797
7.7625e+05,24929,30004,31012,32415
4.9383e+05,11536,11530,10479,10268
30118,3053.1,3713.5,3603.7,4296.4
3.4961e+05,12132,14675,16092,15870
10238,800.9,876.71,929.99,970.95
2.5829e+05,15934,16802,18002,18139
2.2734e+05,11489,11872,13300,13755
93377,11024,11445,14119,15340
1.3949e+05,4962.9,5505.1,5772.8,5927.7
94812,5515,5704.2,6025.6,7167
2.4409e+05,21895,23261,23948,26744
14553,607.64,651.04,737.1,797.97
1.6045e+05,16705,18050,19273,19931
95480,8720.8,10660,11522,12237
1.3212e+05,10638,11654,12056,13322
1.1569e+05,11631,12105,13718,14198
1.9737e+05,17205,19681,21498,21389
1.6934e+05,7791.8,7922.5,8099.6,8268.6
16706,442.64,456.47,483.05,507.11
75538,6121,6549.3,6321,6667
1.6983e+05,14550,16927,17055,17937
2043,131.37,153.11,181.88,257.24
1.7179e+05,6437.4,6853.7,6860.6,7008.6
66052,4556.9,5757.7,5941.1,6342.7
1.1484e+05,10293,12114,12431,12620
1.7887e+05,4889.9,5323.7,5397.4,5475.2
1.9581e+05,18430,20746,21586,26274
1.7561e+05,18051,17623,19057,21171
38141,4669.9,4741.9,4241.8,4054.8
1.0532e+05,9092.5,10225,10868,10957
23847,1068.1,1082.6,1206.3,1305.9
1.1509e+05,5407.7,5514.4,6189.3,6208.2
41040,6073.6,7099.5,7545,7746
36874,4022.7,4054.6,3837.4,3615.4
10805,2289.4,2795.5,2984.1,2968
12485,2090.9,2380.7,2482.3,2580.4
6136,221.29,230.85,223.58,233.58
1.8328e+05,14860,16004,18344,19105
58694,7518.5,8633.3,8937.5,9022.6
27142,5118.2,5476.1,5035.8,5043.6
61280,4175.3,4410.8,4869,5012.8
1346,21.289,30.192,48.236,53.234
4141,637.34,674.12,652.26,671.15
21716,1746.4,2274.8,2616.1,2852.7
88,5.4606,4.9956,5.1428,5.1901
0,0.041073,0.033844,0.024714,0.029754
