,State,362,367,374,381,388
0,Washington,289939,17717,18521,19136,19853
1,Illinois,1072214,41767,40644,39430,38081
2,California,3019758,278097,271353,263842,255652
3,Arizona,679282,61597,62832,63653,63922
4,Massachusetts,473441,42085,42631,42965,43290
5,Wisconsin,569335,19733,19619,19492,19295
6,Texas,2138190,166221,177582,187694,197574
7,Nebraska,182176,5637,5404,5157,4884
8,Utah,324919,19226,18993,18826,18585
9,Oregon,133851,8179,8560,8882,9228
10,Florida,1579281,102580,103498,104894,105371
11,New York,1255971,119850,127549,135396,142913
12,Rhode Island,104443,7165,7113,6980,6915
13,Georgia,820952,66975,70267,73415,76286
14,New Hampshire,56864,4838,4688,4502,4297
15,North Carolina,674637,62911,68832,75159,81613
16,New Jersey,631074,49013,55437,62320,69921
17,Colorado,376171,14588,13306,12121,11049
18,Maryland,328214,22502,24166,25792,27372
19,Nevada,262794,14029,13483,12924,12342
20,Tennessee,687751,32869,29624,26705,23939
21,Hawaii,24710,1245,1377,1518,1668
22,Indiana,592709,29998,28594,26985,25599
23,Kentucky,328667,27323,30216,32984,35550
24,Minnesota,447349,10317,9135,8061,7152
25,Oklahoma,356816,26400,27171,27983,28565
26,Pennsylvania,774566,49305,46832,44410,42176
27,South Carolina,391464,38977,44203,49619,54953
28,District of Columbia,34033,2437,2796,3186,3635
29,Kansas,261825,16206,19052,21162,23729
30,Missouri,450694,16039,14804,13636,12562
31,Vermont,10220,1400,1677,2006,2391
32,Virginia,446550,49928,61611,75351,91174
33,Connecticut,230125,20693,22952,25336,27894
34,Iowa,306083,8193,7298,6467,5714
35,Louisiana,369951,24312,25619,26932,28052
36,Ohio,831066,51266,50308,49146,48114
37,Michigan,585128,20059,18701,17404,16258
38,South Dakota,105659,2227,2071,1906,1752
39,Arkansas,272263,17785,17602,17317,16949
40,Delaware,70910,5415,5467,5494,5507
41,Mississippi,253932,14932,14692,14434,14171
42,New Mexico,164263,8174,7788,7402,7051
43,North Dakota,95934,1117,968,842,729
44,Wyoming,49708,2278,2463,2652,2862
45,Alaska,52093,1738,1633,1517,1407
46,Maine,33876,4567,5136,5787,6482
47,Alabama,424028,22544,21089,19716,18258
48,Idaho,155554,5739,5573,5391,5228
49,Montana,89576,3461,3522,3568,3612
50,Puerto Rico,87939,4330,4286,4231,4161
51,Virgin Islands,2260,116,137,161,190
52,Guam,7474,93,107,122,139
53,West Virginia,109809,7998,7366,6728,6197
54,Northern Mariana Islands,129,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
