,State,166,171,178,185,192
0,Washington,36985,406,326,254,203
1,Illinois,147865,675,616,567,524
2,California,271035,8533,7942,7018,6173
3,Arizona,101455,1664,1651,1643,1637
4,Massachusetts,105442,188,162,142,125
5,Wisconsin,32061,626,407,231,150
6,Texas,205642,5263,3347,2012,1378
7,Nebraska,20046,133,126,120,116
8,Utah,25469,496,495,493,492
9,Oregon,10395,273,258,230,199
10,Florida,206447,9589,7538,5317,3621
11,New York,397649,394,343,302,268
12,Rhode Island,16991,50,45,41,38
13,Georgia,97064,2543,1479,859,682
14,New Hampshire,5914,34,31,30,28
15,North Carolina,76609,1497,1492,1488,1486
16,New Jersey,173611,238,207,182,162
17,Colorado,34240,200,192,185,179
18,Maryland,69904,347,316,290,268
19,Nevada,22909,636,460,316,220
20,Tennessee,52039,827,824,821,819
21,Hawaii,1030,11,11,11,11
22,Indiana,48524,286,272,260,249
23,Kentucky,17152,144,138,132,128
24,Minnesota,38569,249,221,213,207
25,Oklahoma,16362,372,364,360,356
26,Pennsylvania,95100,667,483,362,299
27,South Carolina,46380,1098,1084,1076,1070
28,District of Columbia,10515,38,35,32,29
29,Kansas,16638,171,73,28,15
30,Missouri,24211,195,149,143,142
31,Vermont,1251,4,3,3,3
32,Virginia,66102,574,533,501,474
33,Connecticut,46976,110,99,90,82
34,Iowa,31758,304,300,297,294
35,Louisiana,66327,472,469,465,463
36,Ohio,57956,817,615,500,442
37,Michigan,73267,265,181,129,98
38,South Dakota,7105,58,58,57,57
39,Arkansas,24253,450,363,298,250
40,Delaware,12293,58,54,50,47
41,Mississippi,31257,846,490,315,247
42,New Mexico,13507,176,136,104,81
43,North Dakota,3849,31,31,30,29
44,Wyoming,1675,20,15,12,10
45,Alaska,1162,15,15,15,14
46,Maine,3423,31,30,30,29
47,Alabama,44878,1074,1042,972,889
48,Idaho,8052,333,282,218,164
49,Montana,1249,37,27,19,14
50,Puerto Rico,8585,88,84,81,77
51,Virgin Islands,112,NaN,NaN,NaN,NaN
52,Guam,301,NaN,NaN,NaN,NaN
53,West Virginia,3442,30,30,30,30
54,Northern Mariana Islands,31,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
