,State,333,339,346,353,360,367,374
0,Washington,222600,15586,12792,9808,7035,4721,2966
1,Illinois,900370,44603,33699,24105,16345,10520,6435
2,California,1884033,404187,493243,545216,540674,482425,391960
3,Arizona,453597,50725,48061,42010,33969,25569,17929
4,Massachusetts,323531,31183,28023,23513,18409,13507,9313
5,Wisconsin,492724,8021,4379,2268,1128,545,258
6,Texas,1593471,105019,99029,89480,77493,64311,51176
7,Nebraska,156382,4378,2649,1485,780,384,180
8,Utah,250964,11362,8357,5817,3833,2398,1427
9,Oregon,102930,11007,10523,9578,8288,6818,5339
10,Florida,1201566,83810,86773,86606,83173,76756,68062
11,New York,848042,84995,85696,80929,71744,59711,46657
12,Rhode Island,77812,6896,5750,4514,3347,2351,1570
13,Georgia,587918,38182,36456,33163,28701,23552,18417
14,New Hampshire,36542,6271,6004,5314,4358,3322,2366
15,North Carolina,479168,47138,50045,51158,50187,47131,42354
16,New Jersey,432592,29953,25568,20465,15386,10906,7278
17,Colorado,308890,16279,10895,6764,3906,2108,1070
18,Maryland,250808,20696,19615,17552,14810,11780,8842
19,Nevada,203945,16343,13537,10400,7427,4950,3098
20,Tennessee,519687,53671,52700,49009,43346,36383,29254
21,Hawaii,20577,527,386,261,162,96,52
22,Indiana,464354,32789,25871,19291,13566,9068,5764
23,Kentucky,242320,20917,19051,16669,14035,11375,8887
24,Minnesota,397319,17965,11922,7369,4261,2315,1188
25,Oklahoma,260838,18521,16261,13676,11022,8525,6336
26,Pennsylvania,559256,74606,70618,62758,52445,41316,30793
27,South Carolina,273406,14738,12806,10399,7870,5561,3673
28,District of Columbia,26601,2254,2374,2388,2290,2089,1810
29,Kansas,203654,13291,10724,8201,5956,4115,2709
30,Missouri,374812,16890,13045,9579,6694,4445,2813
31,Vermont,6443,883,818,706,568,427,299
32,Virginia,306848,28339,28936,28105,25866,22518,18529
33,Connecticut,162782,17601,16373,14444,12103,9652,7343
34,Iowa,267329,7289,4712,2867,1649,900,469
35,Louisiana,286145,20848,21080,20402,18887,16724,14162
36,Ohio,622806,74457,67966,58650,47973,37296,27631
37,Michigan,496056,22755,14898,9046,5132,2747,1399
38,South Dakota,94727,1802,1017,534,262,121,55
39,Arkansas,201650,15396,15056,14253,13075,11587,9960
40,Delaware,50616,6147,6038,5543,4757,3830,2901
41,Mississippi,194333,16480,16719,16130,14779,12862,10646
42,New Mexico,129993,7863,5603,3699,2288,1328,725
43,North Dakota,90035,2508,1761,1198,793,508,317
44,Wyoming,41662,2235,1607,1097,711,440,259
45,Alaska,43871,3178,2535,1916,1377,942,614
46,Maine,18946,2775,2715,2492,2141,1723,1300
47,Alabama,322452,29829,31498,31917,30941,28675,25431
48,Idaho,129960,7221,5855,4530,3342,2359,1592
49,Montana,77170,3438,2548,1806,1224,796,496
50,Puerto Rico,68433,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1921,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,7193,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,72342,7499,6333,4971,3630,2477,1586
54,Northern Mariana Islands,116,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
