284,290,297,304,311
1.075e+05,6433.2,8077.9,10006,11333
4.0865e+05,47785,52519,52854,54949
9.3214e+05,32806,39956,44554,45457
2.4595e+05,11282,13544,15691,18827
1.5858e+05,11292,14194,15102,18071
2.2537e+05,36624,37175,37175,36122
9.3226e+05,55804,58208,65752,69664
70732,9281.7,10160,11821,11729
1.1466e+05,14397,16046,18543,18891
44921,4111.7,5317.2,6478.1,6813.1
8.0255e+05,31422,38481,43049,47029
5.0754e+05,17084,19822,23864,27091
32874,3458.2,3479.8,3596.6,3638.2
3.6079e+05,12529,15651,17810,19064
11084,808.43,866.1,974.09,1055.3
2.7464e+05,20087,20210,22610,22887
2.3789e+05,13645,18045,19652,19875
1.0733e+05,18087,20706,25162,27437
1.4528e+05,6694.3,7874.4,9194.2,10380
1.0076e+05,6747.3,7759.9,8140.3,9009
2.6067e+05,22764,23169,23859,24120
15071,734.5,708.68,718.58,770.59
1.7936e+05,23416,28664,32882,37277
1.0722e+05,14504,16360,18752,20618
1.4847e+05,20349,24593,28284,28955
1.2276e+05,10789,10681,11211,11327
2.1279e+05,18891,22878,27041,27576
1.7661e+05,7913.9,8347.6,8628.6,9601.8
17266,771.07,855.63,1046.1,1143.2
82783,9698.2,11410,11600,11893
1.8599e+05,18255,20113,23510,25438
2179,157.22,178.85,174.04,185.51
1.8119e+05,9052,9671.8,9748.9,9748.9
71207,5689.2,6048.1,6537.8,6810.6
1.2851e+05,16727,19736,19670,20140
1.8227e+05,4483.4,4548.8,4623.7,4821.8
2.157e+05,22742,25112,28913,31079
1.9741e+05,29474,33288,38575,40983
45992,5564.6,5648.3,5466.3,5211.9
1.1219e+05,9798.6,9940.3,10525,11068
24951,1266.8,1502.7,1620.7,1771.1
1.2016e+05,6408.5,6717.7,6818,6591.2
46490,6905.3,7334.9,8518.4,9750.3
43916,4748.3,4820.4,4820.4,4593
13298,2985.7,3491.2,3635.7,3660.9
16355,3181.7,3934.1,4280.3,4336.4
6662,691.75,730.43,1115.9,1524
1.9229e+05,13940,13870,13482,14196
64608,7782.6,8839.2,9435.3,9558.3
32801,6722.7,6823.9,6823.9,6870.5
66128,4774.9,5575.2,5840.4,6036.9
1376,44.838,63.556,61.817,87.772
4628,646.15,626.6,608.54,605.91
24460,3514.7,4100.7,4923.1,5503.6
92,3.8098,3.9368,3.9787,3.893
0,0.014546,0.057996,0.053412,0.043821
