,State,354,360,367,374,381
0,Washington,271595,16576,17418,16492,17128
1,Illinois,1028750,53159,55535,57834,59632
2,California,2717862,305095,294984,298759,299688
3,Arizona,618546,69063,66751,64927,69083
4,Massachusetts,432791,47695,48226,51290,56124
5,Wisconsin,550260,25760,28001,30580,31369
6,Texas,1968189,147701,150321,156594,162479
7,Nebraska,176026,7195,7618,7718,7725
8,Utah,305999,22901,23005,23405,24875
9,Oregon,125683,8671,8760,8949,9566
10,Florida,1477010,116303,114046,118056,125933
11,New York,1135592,129356,139163,143463,150910
12,Rhode Island,97614,7634,7421,7918,7328
13,Georgia,757045,76639,80678,82809,85676
14,New Hampshire,51600,4823,4691,4822,4843
15,North Carolina,623188,63549,63512,67150,72488
16,New Jersey,584828,44368,45371,45825,46866
17,Colorado,361148,21239,22951,24491,25337
18,Maryland,306674,25522,27980,29969,31012
19,Nevada,248569,17595,18152,18746,19704
20,Tennessee,653869,45880,40685,42352,44306
21,Hawaii,23586,1483,1583,1606,1630
22,Indiana,563653,41656,44110,46614,48655
23,Kentucky,303624,27042,27454,28596,30805
24,Minnesota,436572,15824,16024,16581,17977
25,Oklahoma,331362,32765,32814,32789,35225
26,Pennsylvania,723865,62969,64701,66595,67284
27,South Carolina,354525,33684,34021,34001,37254
28,District of Columbia,31791,2284,2413,2689,2993
29,Kansas,243648,12822,12441,12526,12415
30,Missouri,434711,25959,27977,29720,30699
31,Vermont,8967,1259,1349,1422,1535
32,Virginia,398856,38280,39925,42093,44139
33,Connecticut,205994,16084,16107,15300,15194
34,Iowa,296682,12555,13838,14500,15071
35,Louisiana,346829,26459,25055,26207,26128
36,Ohio,777065,57084,55868,59267,63259
37,Michigan,562553,23024,22703,23189,22339
38,South Dakota,103318,2932,2851,2767,2902
39,Arkansas,255076,24087,24877,26234,27522
40,Delaware,65273,6026,6270,6323,6477
41,Mississippi,239082,19557,20680,21054,21706
42,New Mexico,156157,10610,11345,12289,12869
43,North Dakota,94716,1795,1910,1902,1955
44,Wyoming,46832,1860,2010,1962,2040
45,Alaska,50218,2162,2137,2198,2367
46,Maine,29298,3704,3874,4094,4194
47,Alabama,401900,30185,30327,31284,32026
48,Idaho,149667,6936,7060,7471,7849
49,Montana,86324,3868,4109,4314,4500
50,Puerto Rico,83119,4328,4436,4101,4275
51,Virgin Islands,2143,86,85,87,82
52,Guam,7399,72,73,72,75
53,West Virginia,101212,10852,10889,11062,11637
54,Northern Mariana Islands,125,0,1,0,1
55,American Samoa,0,0,0,0,0
