,State,333,339,346,353,360,367
0,Washington,222600,17044,16183,15327,14485,13660
1,Illinois,900370,50456,45612,41066,36838,32937
2,California,1884033,379227,505824,660633,839329,1029384
3,Arizona,453597,53415,58267,62938,67169,70787
4,Massachusetts,323531,47451,56621,66770,77643,88823
5,Wisconsin,492724,21162,18182,15568,13290,11317
6,Texas,1593471,117098,124109,130815,137080,142768
7,Nebraska,156382,6936,5774,4791,3965,3274
8,Utah,250964,16983,15938,14868,13793,12729
9,Oregon,102930,9217,8977,8722,8455,8178
10,Florida,1201566,92808,104874,117709,131114,144808
11,New York,848042,103341,126127,152474,182204,214731
12,Rhode Island,77812,7416,6987,6530,6059,5582
13,Georgia,587918,58558,71409,86211,102824,120867
14,New Hampshire,36542,9097,11600,14604,18090,21960
15,North Carolina,479168,51871,60134,69156,78799,88841
16,New Jersey,432592,33351,33549,33597,33490,33231
17,Colorado,308890,20891,18301,15978,13908,12076
18,Maryland,250808,17850,17529,17148,16722,16253
19,Nevada,203945,18787,18781,18634,18348,17931
20,Tennessee,519687,56832,63206,69376,75053,79925
21,Hawaii,20577,770,787,804,821,838
22,Indiana,464354,40329,38699,36877,34910,32840
23,Kentucky,242320,20354,19350,18300,17225,16140
24,Minnesota,397319,18122,14228,11147,8715,6804
25,Oklahoma,260838,21495,21422,21206,20851,20368
26,Pennsylvania,559256,82420,89711,96739,103293,109123
27,South Carolina,273406,27034,32509,38730,45633,53064
28,District of Columbia,26601,2358,2739,3165,3634,4143
29,Kansas,203654,14203,13205,12214,11241,10300
30,Missouri,374812,20773,19063,17432,15889,14441
31,Vermont,6443,1568,2016,2579,3280,4140
32,Virginia,306848,31394,36258,41634,47488,53754
33,Connecticut,162782,16111,15557,14942,14283,13589
34,Iowa,267329,8269,6602,5261,4185,3324
35,Louisiana,286145,21366,23158,24939,26671,28312
36,Ohio,622806,73824,74300,74201,73519,72276
37,Michigan,496056,30203,26133,22552,19416,16682
38,South Dakota,94727,3561,2957,2447,2019,1661
39,Arkansas,201650,16499,16654,16501,16277,15941
40,Delaware,50616,8032,9712,11570,13540,15515
41,Mississippi,194333,17506,19679,21918,24160,26327
42,New Mexico,129993,9610,8589,7643,6773,5981
43,North Dakota,90035,2336,1778,1350,1023,774
44,Wyoming,41662,1741,1337,1025,784,599
45,Alaska,43871,2822,2363,1971,1639,1360
46,Maine,18946,3963,5064,6436,8122,10159
47,Alabama,322452,36472,43703,51667,60114,68649
48,Idaho,129960,9604,9407,9153,8851,8505
49,Montana,77170,3666,3079,2578,2154,1795
50,Puerto Rico,68433,6773,7436,8159,8944,9797
51,Virgin Islands,1921,NaN,NaN,NaN,NaN,NaN
52,Guam,7193,NaN,NaN,NaN,NaN,NaN
53,West Virginia,72342,9175,9495,9759,9965,10105
54,Northern Mariana Islands,116,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
