,State,291,297,304,311,318
0,Washington,117331,7554,8324,9353,10428
1,Illinois,487987,59109,73279,92048,117547
2,California,972713,33521,35572,37660,39900
3,Arizona,259264,10474,11988,13977,16477
4,Massachusetts,171399,10068,11416,13318,15608
5,Wisconsin,281910,40355,46537,53872,61879
6,Texas,1003478,46937,50366,54414,58456
7,Nebraska,83969,10930,12915,15331,18297
8,Utah,132621,14752,16373,18244,20389
9,Oregon,50448,4055,4507,5055,5572
10,Florida,843897,31436,34857,38773,43229
11,New York,529036,16529,17858,19408,21217
12,Rhode Island,36380,2950,3604,4352,5313
13,Georgia,406061,13568,12602,11832,11244
14,New Hampshire,12488,1053,1162,1317,1496
15,North Carolina,293339,17295,18207,19138,20197
16,New Jersey,254595,13252,15431,18040,21424
17,Colorado,130984,20905,27057,35669,47460
18,Maryland,153996,6603,7175,7814,8437
19,Nevada,110022,7411,8353,9377,10605
20,Tennessee,281851,17055,18076,19060,20092
21,Hawaii,16179,624,624,631,644
22,Indiana,210374,25801,30945,37135,44431
23,Kentucky,120838,13231,14856,16780,19026
24,Minnesota,180862,24325,29782,36830,46073
25,Oklahoma,136258,10787,11530,12281,13064
26,Pennsylvania,235014,18403,21201,24326,28114
27,South Carolina,185688,7552,7789,8098,8396
28,District of Columbia,18001,592,613,654,681
29,Kansas,104622,10285,12262,14619,17775
30,Missouri,212869,21096,23573,26384,29532
31,Vermont,2392,168,190,211,234
32,Virginia,192175,9462,9994,10544,11222
33,Connecticut,78125,5811,7365,9489,12204
34,Iowa,154778,19407,23703,29442,36586
35,Louisiana,192981,4615,4661,4730,4778
36,Ohio,250268,27938,33854,40890,50444
37,Michigan,229073,29390,37238,48018,62674
38,South Dakota,55404,9276,10909,12848,15005
39,Arkansas,121866,8161,8638,9163,9641
40,Delaware,26603,1135,1183,1229,1264
41,Mississippi,126689,5399,5615,5801,6063
42,New Mexico,54881,7342,8693,10431,12596
43,North Dakota,54305,10105,12163,14736,17803
44,Wyoming,17310,3459,3941,4341,4625
45,Alaska,19826,3445,3930,4405,4823
46,Maine,7693,749,943,1188,1542
47,Alabama,204665,10502,11087,11789,12518
48,Idaho,72961,7562,8396,9227,10167
49,Montana,39679,7107,8272,9501,10957
50,Puerto Rico,38100,NaN,NaN,NaN,NaN
51,Virgin Islands,1405,NaN,NaN,NaN,NaN
52,Guam,5077,NaN,NaN,NaN,NaN
53,West Virginia,28404,3343,3810,4362,5101
54,Northern Mariana Islands,100,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
