,State,264,269,276,283,290,297,304,311
0,Washington,93035,4799,4677,4548,4414,4275,4132,3987
1,Illinois,324918,7029,4814,3069,1830,1026,544,275
2,California,857913,15126,12625,10448,8577,6988,5644,4524
3,Arizona,226050,570,391,267,179,120,79,52
4,Massachusetts,139663,3682,3397,2951,2410,1842,1320,888
5,Wisconsin,152192,8646,8738,8780,8770,8706,8591,8422
6,Texas,821110,15742,13281,11125,9252,7648,6282,5134
7,Nebraska,52839,3829,3856,3731,3456,3058,2582,2078
8,Utah,86832,2850,2714,2573,2427,2282,2135,1989
9,Oregon,37467,1324,1259,1195,1134,1075,1018,963
10,Florida,736024,5384,4079,3064,2286,1694,1246,910
11,New York,475315,4157,3237,2366,1622,1045,634,363
12,Rhode Island,26294,397,285,192,121,72,40,21
13,Georgia,332311,5669,4761,3978,3302,2733,2252,1849
14,New Hampshire,9208,423,460,484,487,467,425,367
15,North Carolina,232747,7566,7134,6702,6285,5885,5497,5133
16,New Jersey,214097,2192,1683,1207,809,508,300,167
17,Colorado,79013,5766,6802,8037,9462,11045,12694,14344
18,Maryland,131861,895,552,323,181,98,51,27
19,Nevada,86348,1281,1083,912,769,647,543,457
20,Tennessee,217682,6868,6236,5640,5082,4562,4081,3640
21,Hawaii,13514,356,276,212,162,123,94,70
22,Indiana,136555,5479,5063,4654,4263,3894,3549,3228
23,Kentucky,80930,5165,5179,5169,5127,5071,4994,4901
24,Minnesota,113439,8089,8495,8719,8714,8456,7951,7224
25,Oklahoma,100184,6130,6006,5857,5678,5476,5244,5002
26,Pennsylvania,177819,3214,2441,1755,1198,776,479,282
27,South Carolina,158055,3459,3065,2705,2385,2098,1845,1615
28,District of Columbia,16022,53,29,16,8,4,2,1
29,Kansas,66399,4408,4400,4369,4311,4229,4125,4000
30,Missouri,146154,9684,9496,9257,8959,8632,8276,7894
31,Vermont,1876,19,17,16,14,12,12,10
32,Virginia,159570,3739,2793,1976,1329,853,523,309
33,Connecticut,61377,917,721,525,356,224,132,74
34,Iowa,100453,5074,4798,4513,4221,3931,3642,3359
35,Louisiana,172119,1801,1485,1222,1001,821,669,546
36,Ohio,170179,6220,5986,5753,5514,5277,5043,4814
37,Michigan,151396,4200,3538,2916,2359,1882,1487,1165
38,South Dakota,28925,2991,2788,2502,2180,1852,1550,1282
39,Arkansas,93487,4946,4768,4569,4351,4121,3881,3633
40,Delaware,22289,550,449,349,257,179,118,75
41,Mississippi,105228,1755,1456,1201,984,801,649,522
42,New Mexico,33362,654,586,520,460,404,354,308
43,North Dakota,27736,2867,2743,2585,2404,2208,2007,1804
44,Wyoming,7802,611,645,678,708,737,762,784
45,Alaska,10893,719,733,745,754,759,763,763
46,Maine,5752,170,137,103,75,52,35,24
47,Alabama,166076,3673,3136,2657,2234,1864,1545,1271
48,Idaho,48663,1559,1423,1295,1175,1064,961,867
49,Montana,19125,1831,1888,1923,1937,1927,1895,1842
50,Puerto Rico,54234,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1325,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,3170,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,18281,1424,1468,1510,1549,1584,1613,1636
54,Northern Mariana Islands,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
