,State,327,332,339,346,353
0,Washington,203797,23064,23915,23324,24628
1,Illinois,856118,60056,55426,52816,48904
2,California,1611493,235894,269472,293454,292374
3,Arizona,420248,47193,50018,51011,52548
4,Massachusetts,294231,38378,40150,41954,41524
5,Wisconsin,471285,26404,24292,23255,22414
6,Texas,1491942,92659,93931,92636,93362
7,Nebraska,149344,9006,7862,6939,7060
8,Utah,235872,18247,17377,17743,17153
9,Oregon,95010,10412,10653,10611,10450
10,Florida,1134383,70527,73169,74114,72592
11,New York,784137,74513,80508,78279,82852
12,Rhode Island,74071,8711,8920,8385,8061
13,Georgia,546558,41846,45234,45125,46871
14,New Hampshire,31875,6709,7616,7862,7806
15,North Carolina,441365,43615,48782,51211,51335
16,New Jersey,405448,36155,37649,36788,36188
17,Colorado,291104,27681,25832,23616,22278
18,Maryland,236961,20682,21287,21374,21404
19,Nevada,189413,19976,20653,19355,19297
20,Tennessee,464624,45271,49180,51456,50389
21,Hawaii,19775,747,764,767,782
22,Indiana,430401,44517,44446,43933,41112
23,Kentucky,224889,23428,23732,23918,22940
24,Minnesota,381841,28009,24376,20730,20589
25,Oklahoma,239767,20613,21422,20491,20600
26,Pennsylvania,505174,78100,86842,87561,80834
27,South Carolina,254776,21981,23273,24259,25268
28,District of Columbia,25038,1879,1994,2063,2079
29,Kansas,193010,16068,15946,16457,16063
30,Missouri,356107,24631,24800,23946,23858
31,Vermont,5857,866,906,940,987
32,Virginia,285149,28608,30804,31813,31303
33,Connecticut,153992,19026,18935,18776,18558
34,Iowa,257311,10971,10010,8850,9358
35,Louisiana,269643,17914,17523,17921,18140
36,Ohio,570602,82423,85901,86677,86029
37,Michigan,472780,39150,36637,33226,30837
38,South Dakota,91354,4814,4163,3595,3039
39,Arkansas,187057,15034,15405,15447,15216
40,Delaware,46457,6129,6537,6590,6421
41,Mississippi,181095,14900,15678,16424,16454
42,New Mexico,121299,11046,10223,9316,8537
43,North Dakota,88067,3698,2938,2646,2012
44,Wyoming,39775,2787,2397,2156,2257
45,Alaska,41573,4372,4383,4312,4253
46,Maine,16349,2624,2968,3209,3133
47,Alabama,297895,27369,29275,29907,29414
48,Idaho,122217,10721,10742,10858,10824
49,Montana,73303,5006,4609,4114,3963
50,Puerto Rico,62985,6016,6359,6507,6302
51,Virgin Islands,1807,182,198,199,191
52,Guam,7137,77,53,36,24
53,West Virginia,64394,8992,9186,9518,9428
54,Northern Mariana Islands,113,7,7,6,5
55,American Samoa,0,0,0,0,0
