,State,320,325,332,339,346
0,Washington,184404,14894,15384,14649,13738
1,Illinois,796264,64203,63707,63683,65393
2,California,1390828,138738,137270,139451,139292
3,Arizona,365843,35841,35652,35744,35194
4,Massachusetts,259325,30329,30710,30699,29832
5,Wisconsin,443389,31553,33321,35776,32915
6,Texas,1331719,100789,102685,104029,99924
7,Nebraska,141127,12747,12714,13117,13325
8,Utah,217638,20035,19676,20274,18698
9,Oregon,85788,10717,10726,10701,10773
10,Florida,1065785,65534,67223,64029,64792
11,New York,713129,61649,61838,60947,60487
12,Rhode Island,65818,8084,8031,7994,7924
13,Georgia,506690,31364,31331,32565,29386
14,New Hampshire,25816,4135,4217,4017,4616
15,North Carolina,399362,31083,31145,30656,31535
16,New Jersey,371579,32652,33002,32840,33158
17,Colorado,264618,31761,31576,34081,33459
18,Maryland,217329,17695,17861,18011,17877
19,Nevada,170587,17201,17568,16752,17229
20,Tennessee,408730,34182,34803,34428,34544
21,Hawaii,18923,658,671,670,652
22,Indiana,387278,46212,47161,48860,48763
23,Kentucky,202591,24058,23887,23744,24193
24,Minnesota,356152,41560,41840,42586,44605
25,Oklahoma,218389,18945,18779,19040,18049
26,Pennsylvania,432207,59567,58904,58905,58266
27,South Carolina,234652,14045,14515,14879,13874
28,District of Columbia,23319,1558,1561,1554,1558
29,Kansas,176871,15686,15654,15716,15825
30,Missouri,332227,26308,25753,26048,26428
31,Vermont,5080,910,882,883,862
32,Virginia,258870,17289,18183,18110,18306
33,Connecticut,135844,15251,14795,14497,14634
34,Iowa,245984,15699,17452,16974,15719
35,Louisiana,252136,16967,16940,16336,16860
36,Ohio,484297,59019,57381,56511,56562
37,Michigan,436400,46685,47713,45850,47364
38,South Dakota,86500,6325,6108,5453,5674
39,Arkansas,172042,14160,14159,14223,13939
40,Delaware,40711,4380,4283,4335,4363
41,Mississippi,166194,13793,13502,13250,12462
42,New Mexico,109947,13316,13764,12798,13347
43,North Dakota,83342,4466,4478,4428,4384
44,Wyoming,36985,4002,4124,3916,3840
45,Alaska,37539,4860,4828,4859,4909
46,Maine,13775,1713,1780,1874,1896
47,Alabama,272229,22027,21536,21309,20942
48,Idaho,111893,10145,10158,9868,10055
49,Montana,68591,6167,6016,5487,5129
50,Puerto Rico,57622,3859,3582,3475,3576
51,Virgin Islands,1649,97,99,93,93
52,Guam,7019,142,157,183,206
53,West Virginia,56128,7993,7893,7893,8031
54,Northern Mariana Islands,111,2,2,2,2
55,American Samoa,0,0,0,0,0
