,State,215,220,227,234,241
0,Washington,71371,3639,3950,3647,3397
1,Illinois,223206,12292,13800,14200,15111
2,California,675561,37768,35658,31278,28703
3,Arizona,198414,3277,3206,2726,2421
4,Massachusetts,118650,1894,2454,2887,3603
5,Wisconsin,70854,4495,4655,4186,3741
6,Texas,598262,34362,31794,26895,23538
7,Nebraska,32047,1336,1429,1335,1273
8,Utah,49364,1875,1959,1741,1565
9,Oregon,25155,1533,1552,1368,1195
10,Florida,602829,26015,25077,21225,18785
11,New York,430145,4300,5642,7213,9900
12,Rhode Island,21302,906,900,1063,1371
13,Georgia,256253,15462,15403,13583,12213
14,New Hampshire,7140,142,171,178,185
15,North Carolina,161601,7741,7694,6787,6093
16,New Jersey,189719,2047,2647,3266,4259
17,Colorado,55321,2352,2630,2565,2556
18,Maryland,104669,4322,4818,4721,4688
19,Nevada,66010,4062,4182,3578,3079
20,Tennessee,144604,10083,10210,8930,7873
21,Hawaii,6769,1675,2141,2756,4361
22,Indiana,87592,4967,5658,5479,5329
23,Kentucky,43898,5512,5217,4448,3853
24,Minnesota,70298,3995,4212,3790,3497
25,Oklahoma,53522,4127,4104,3539,3037
26,Pennsylvania,134204,4562,5074,5196,5520
27,South Carolina,112551,4613,4533,3892,3388
28,District of Columbia,13639,378,459,480,511
29,Kansas,38546,2556,2591,2328,2077
30,Missouri,76597,7340,7778,7114,6448
31,Vermont,1566,40,54,60,65
32,Virginia,113623,6124,6589,6248,5969
33,Connecticut,52011,440,511,604,876
34,Iowa,56909,2690,2870,2649,2459
35,Louisiana,143566,12231,11610,10971,10584
36,Ohio,115651,5599,5865,5385,5018
37,Michigan,107686,5391,6243,6614,7168
38,South Dakota,11425,694,805,829,838
39,Arkansas,56894,3145,3204,2863,2582
40,Delaware,16942,541,614,619,634
41,Mississippi,78405,4902,4908,4332,3812
42,New Mexico,24542,955,1008,909,833
43,North Dakota,10000,1100,1243,1199,1138
44,Wyoming,3603,250,263,240,217
45,Alaska,4810,562,670,730,930
46,Maine,4357,121,144,146,147
47,Alabama,116710,5969,5827,5018,4351
48,Idaho,30057,6297,5748,4794,3996
49,Montana,6489,729,806,789,867
50,Puerto Rico,30618,NaN,NaN,NaN,NaN
51,Virgin Islands,984,NaN,NaN,NaN,NaN
52,Guam,907,NaN,NaN,NaN,NaN
53,West Virginia,9315,806,869,803,723
54,Northern Mariana Islands,54,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
