312,318,325,332,339
1.6063e+05,22312,27658,30911,37923
7.1294e+05,78802,75627,72441,78870
1.2006e+06,1.2868e+05,1.6753e+05,2.0932e+05,2.3297e+05
3.2277e+05,34198,37305,41853,44036
2.2247e+05,28174,31535,38084,45181
4.05e+05,38035,34936,35032,30491
1.2136e+06,1.0473e+05,1.1613e+05,1.238e+05,1.275e+05
1.2532e+05,12932,10486,9694.9,9136.4
1.9209e+05,21239,20432,18141,19423
72506,15425,18224,19265,22117
9.853e+05,80529,86616,85342,89116
6.3444e+05,59013,74513,91823,1.0265e+05
53954,6288.3,5841.4,6119.6,6226.8
4.6756e+05,27503,32387,39350,41044
20025,4303,4944.6,5328.7,5962.2
3.5796e+05,29821,33970,39375,46197
3.2955e+05,34529,37875,45872,51391
2.2528e+05,37168,38090,38936,36366
1.9445e+05,20974,22292,23936,26938
1.4923e+05,20696,24318,26063,27614
3.6347e+05,36374,38660,40004,41773
18082,909.28,954.47,1350.5,1637.4
3.2901e+05,45691,46759,47233,44384
1.7418e+05,27427,27855,29012,30151
3.0402e+05,46804,48302,48046,45831
1.9382e+05,29760,31561,36856,40327
3.5595e+05,57195,66355,74645,75881
2.1491e+05,17079,18871,20030,20999
21038,1590.2,1614.4,1874,2082.9
1.555e+05,20544,19091,19088,19082
2.991e+05,32799,28767,33117,30673
4033,747.89,779.81,1140.9,1267.2
2.3362e+05,19446,19622,19565,19304
1.1258e+05,12382,14475,14415,13894
2.2718e+05,20736,17335,18439,13966
2.306e+05,19054,21318,22565,23882
4.067e+05,86144,92184,1.0889e+05,1.0999e+05
3.7815e+05,62993,61399,59875,62086
79099,8180.1,7193.7,6722.4,6388.5
1.5503e+05,13503,14158,17042,17880
34670,4292.6,5163.3,5784.8,6578
1.4994e+05,11298,14035,13932,16206
93982,18823,19194,19624,19112
77935,7222.8,6472.2,5958.6,5130.7
31928,4491.9,3512.2,3566.6,3590.6
31444,5085.1,5421.7,5743.2,6588.1
11288,1650.3,1710.7,2531.3,2551.4
2.4499e+05,19485,23670,26863,29431
99660,11111,11126,11412,11122
60845,7913.3,6472.9,6600.8,6595
51581,6786.3,9739.4,13096,15720
1538,69.988,74.871,105,117.56
6768,473.48,461.72,503.27,513.33
45845,7851,7645.1,8958.3,9251.6
104,2.9774,1.4364,1.4634,1.5461
0,0.063644,0.056792,0.083251,0.056792
