,State,292,297,304,311,318
0,Washington,118570,10826,10416,10809,8680
1,Illinois,498560,60601,50920,36360,21554
2,California,981297,40113,39359,39022,23084
3,Arizona,259699,14824,17533,15481,11440
4,Massachusetts,172727,14264,16463,13269,8284
5,Wisconsin,286380,NaN,NaN,NaN,NaN
6,Texas,1011309,51306,49068,37612,27037
7,Nebraska,85551,14842,10252,10753,9148
8,Utah,134868,17886,14171,14207,11505
9,Oregon,51155,6010,6045,7311,7074
10,Florida,847821,41494,42636,38616,19150
11,New York,532180,23703,21649,21754,14316
12,Rhode Island,38009,4686,5165,5726,4749
13,Georgia,407333,13023,15146,14200,12295
14,New Hampshire,12699,1688,2014,2466,2999
15,North Carolina,294860,18794,19558,17212,15666
16,New Jersey,256653,17314,19101,16344,9739
17,Colorado,134537,26521,23930,20741,8463
18,Maryland,155371,9291,10688,9720,7676
19,Nevada,110982,10628,10461,10805,8535
20,Tennessee,287770,22705,22192,21883,12512
21,Hawaii,16242,1162,1270,1394,2209
22,Indiana,214509,33304,29846,22534,15415
23,Kentucky,122567,13786,14772,12263,11194
24,Minnesota,184788,35117,29233,23167,15359
25,Oklahoma,138455,15075,10727,13850,10837
26,Pennsylvania,239724,24938,24921,21699,14744
27,South Carolina,186391,9096,9626,8795,10712
28,District of Columbia,18087,NaN,NaN,NaN,NaN
29,Kansas,105127,13821,11043,11660,7367
30,Missouri,216144,28291,22458,22198,12936
31,Vermont,2415,389,786,987,1469
32,Virginia,193477,11262,13407,12650,11727
33,Connecticut,81432,7860,8830,8567,6464
34,Iowa,159910,27628,21118,17579,14493
35,Louisiana,193372,5652,5828,7569,7648
36,Ohio,254974,36844,35338,28433,18651
37,Michigan,238308,31564,33842,26003,10107
38,South Dakota,56311,10017,9573,7521,7901
39,Arkansas,122811,9396,8577,7857,7679
40,Delaware,26908,2010,2445,2978,3538
41,Mississippi,127205,7379,8155,8195,8918
42,New Mexico,56289,9263,8765,9203,7171
43,North Dakota,55458,10287,8220,7506,5915
44,Wyoming,18010,NaN,NaN,NaN,NaN
45,Alaska,20300,4003,4293,4427,4820
46,Maine,7888,1277,1668,1933,2208
47,Alabama,206523,11548,14094,12847,10536
48,Idaho,74227,9172,9106,8950,7239
49,Montana,40053,7443,8092,6696,6182
50,Puerto Rico,38581,NaN,NaN,NaN,NaN
51,Virgin Islands,1405,NaN,NaN,NaN,NaN
52,Guam,5473,NaN,NaN,NaN,NaN
53,West Virginia,28805,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,100,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
