,County,256,262,269,276,283,290,297
0,01001,1828,68,56,53,47,49,46
1,01003,6073,342,504,616,649,658,653
2,01005,921,13,15,17,19,20,21
3,01007,686,7,7,7,8,7,8
4,01009,1656,36,21,16,14,14,14
5,01011,613,3,1,0,1,1,3
6,01013,926,0,0,0,0,0,0
7,01015,3679,101,59,45,42,42,40
8,01017,1205,21,43,58,56,61,60
9,01019,639,43,46,47,47,48,43
10,01021,1648,45,34,28,27,27,27
11,01023,366,6,5,7,7,7,6
12,01025,1156,34,38,39,38,40,37
13,01027,611,36,31,29,28,28,27
14,01029,427,36,33,31,29,30,32
15,01031,1462,96,121,133,136,135,139
16,01033,1734,77,98,110,111,111,111
17,01035,540,0,0,0,0,0,3
18,01037,179,0,1,3,5,7,7
19,01039,1478,54,70,79,80,82,85
20,01041,547,5,1,0,1,1,0
21,01043,1959,47,39,35,36,33,36
22,01045,1509,89,95,92,95,97,96
23,01047,1808,21,20,18,18,21,19
24,01049,2610,164,258,302,317,325,330
25,01051,2826,165,198,210,215,211,211
26,01053,1652,2,0,4,7,7,12
27,01055,3685,209,214,216,216,221,215
28,01057,485,23,21,20,21,18,20
29,01059,1842,42,43,43,41,41,42
30,01061,733,116,175,209,216,219,216
31,01063,308,0,0,0,0,0,0
32,01065,666,7,7,7,7,7,7
33,01067,566,21,29,32,42,48,56
34,01069,3347,569,864,1035,1070,1086,1083
35,01071,1690,81,108,124,125,130,129
36,01073,20666,676,644,640,630,639,651
37,01075,400,7,9,11,9,8,8
38,01077,1815,136,190,221,229,230,228
39,01079,652,31,30,33,32,31,32
40,01081,6141,321,622,825,886,911,901
41,01083,2258,133,123,117,117,115,112
42,01085,662,0,0,0,0,0,0
43,01087,492,7,6,4,7,6,7
44,01089,8234,266,237,227,228,227,228
45,01091,743,3,0,0,0,3,3
46,01093,997,28,26,22,21,21,21
47,01095,4032,125,146,163,172,171,169
48,01097,13739,359,366,362,373,374,371
49,01099,597,0,0,0,0,0,0
50,01101,9007,136,115,107,99,101,103
51,01103,3461,136,152,164,166,169,170
52,01105,544,0,0,0,0,0,0
53,01107,684,16,14,14,13,14,14
54,01109,1238,40,44,43,48,47,44
55,01111,702,24,30,34,35,34,39
56,01113,1821,28,35,37,42,42,40
57,01115,2461,103,113,118,119,122,117
58,01117,6375,272,240,226,221,225,222
59,01119,438,0,0,0,0,0,0
60,01121,2253,63,56,57,62,66,74
61,01123,1195,7,7,14,25,34,47
62,01125,9194,340,252,218,204,201,201
63,01127,2424,117,137,154,159,159,164
64,01129,582,0,0,0,0,0,4
65,01131,538,0,0,0,0,0,0
66,01133,764,38,34,33,33,32,35
67,02013,14,0,0,0,0,0,0
68,02016,96,0,0,0,0,0,0
69,02020,4957,588,676,716,733,744,733
70,02050,124,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,14,0,0,0,0,0,0
73,02070,31,0,0,0,0,0,0
74,02090,1345,167,218,248,259,256,253
75,02100,9,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,389,18,13,11,7,8,8
78,02122,651,7,7,7,7,7,7
79,02130,69,0,0,0,0,0,0
80,02150,73,,,,,,NaN
81,02158,14,0,0,0,0,0,0
82,02164,95,0,0,0,0,0,0
83,02170,682,0,0,0,0,0,0
84,02180,86,0,0,0,0,0,0
85,02185,157,0,0,0,0,0,0
86,02188,143,3,1,0,0,0,0
87,02195,13,0,0,0,0,0,0
88,02198,32,0,0,0,0,0,0
89,02220,70,,,,,,NaN
90,02230,0,0,0,0,0,0,0
91,02240,47,0,0,0,0,0,0
92,02261,129,0,0,0,0,0,0
93,02275,19,0,0,0,0,0,0
94,02282,30,0,0,0,0,0,0
95,02290,86,0,0,0,0,0,0
96,04001,3579,42,44,41,40,40,40
97,04003,1919,5,5,6,7,7,7
98,04005,4275,377,470,530,547,551,545
99,04007,1451,53,70,75,78,77,77
100,04009,885,14,14,14,14,15,14
101,04011,60,0,0,0,0,0,0
102,04012,548,0,0,0,0,1,5
103,04013,143183,2066,2537,2771,2833,2895,2874
104,04015,4050,62,67,65,71,66,70
105,04017,5819,13,10,11,14,20,24
106,04019,25925,274,88,27,14,11,9
107,04021,10745,216,283,336,360,386,403
108,04023,2883,4,0,1,0,0,1
109,04025,2617,101,133,157,163,164,164
110,04027,12815,119,110,103,101,102,99
111,05001,459,66,85,94,98,100,104
112,05003,452,0,0,0,0,0,0
113,05005,402,61,50,42,42,44,43
114,05007,6890,296,262,264,255,246,251
115,05009,806,84,65,58,55,55,56
116,05011,345,0,0,0,0,0,0
117,05013,36,0,0,0,0,0,0
118,05015,757,84,91,93,92,92,91
119,05017,1013,0,0,0,0,0,0
120,05019,381,40,45,46,50,49,49
121,05021,339,38,42,45,44,46,49
122,05023,360,28,34,40,41,40,39
123,05025,192,8,5,3,2,0,2
124,05027,555,111,158,182,185,188,183
125,05029,294,22,26,30,31,29,32
126,05031,3261,267,239,220,214,210,214
127,05033,1560,176,167,168,163,165,157
128,05035,2007,71,74,76,75,75,73
129,05037,480,36,35,32,34,34,33
130,05039,171,7,3,5,4,4,4
131,05041,320,7,5,5,6,7,7
132,05043,363,3,0,0,0,0,0
133,05045,2704,180,146,136,133,132,129
134,05047,325,51,62,66,65,68,66
135,05049,198,43,52,57,58,54,56
136,05051,2028,134,109,101,95,95,97
137,05053,277,16,14,14,14,14,14
138,05055,956,100,95,92,92,93,95
139,05057,405,14,21,22,23,22,22
140,05059,1954,6,7,10,14,14,17
141,05061,503,6,4,2,3,2,4
142,05063,1213,113,130,137,144,143,144
143,05065,268,44,36,29,31,28,27
144,05067,441,74,105,121,131,130,129
145,05069,3543,447,423,419,413,407,401
146,05071,883,24,28,29,29,30,32
147,05073,122,9,7,11,14,14,15
148,05075,492,104,129,142,141,139,136
149,05077,1081,0,0,0,0,0,0
150,05079,2088,,,,,,NaN
151,05081,373,7,7,7,7,7,7
152,05083,446,0,0,0,0,0,0
153,05085,1314,131,106,98,94,94,95
154,05087,376,7,13,13,13,14,11
155,05089,107,21,20,21,21,20,21
156,05091,910,72,74,72,78,75,78
157,05093,1773,96,101,107,109,112,118
158,05095,145,9,7,9,7,9,7
159,05097,169,7,7,7,7,7,7
160,05099,233,7,7,7,7,7,7
161,05101,256,0,0,0,0,0,0
162,05103,275,15,13,11,12,10,14
163,05105,96,7,7,7,7,7,7
164,05107,550,7,7,7,7,7,7
165,05109,237,7,6,4,7,6,7
166,05111,711,21,15,15,19,23,29
167,05113,280,7,6,7,6,7,7
168,05115,2243,128,199,241,259,257,258
169,05117,161,0,0,0,0,0,0
170,05119,9770,555,519,501,484,480,483
171,05121,472,32,28,31,35,39,42
172,05123,1563,36,49,53,58,60,60
173,05125,2261,233,339,391,412,419,419
174,05127,112,8,8,9,10,8,7
175,05129,154,5,0,0,1,5,7
176,05131,3946,231,162,129,118,117,119
177,05133,1213,0,0,0,0,0,1
178,05135,254,35,45,51,53,53,53
179,05137,373,23,20,15,15,16,16
180,05139,943,82,113,128,133,134,134
