,County,277,283,290,297,304,311,318
0,01001,2059,68,68,72,78,77,73
1,01003,6658,295,431,587,684,717,707
2,01005,1033,46,64,85,94,103,103
3,01007,840,47,58,73,82,85,82
4,01009,1932,165,263,375,438,455,459
5,01011,649,0,0,0,0,1,2
6,01013,1011,0,0,0,0,0,0
7,01015,4599,240,247,268,275,269,278
8,01017,1350,113,179,277,334,347,352
9,01019,738,26,21,20,17,17,18
10,01021,1884,67,71,73,73,74,73
11,01023,392,7,0,4,4,3,5
12,01025,1352,56,53,49,47,42,46
13,01027,744,36,37,38,38,35,36
14,01029,569,32,29,22,22,21,25
15,01031,1771,141,176,225,246,261,256
16,01033,2021,128,161,195,216,219,218
17,01035,561,0,0,0,0,0,3
18,01037,204,6,7,7,7,10,15
19,01039,1747,103,111,123,129,129,127
20,01041,608,6,6,6,6,6,4
21,01043,2480,318,419,515,572,588,589
22,01045,1763,68,60,53,52,51,49
23,01047,1866,14,14,14,13,14,14
24,01049,3426,384,396,444,469,469,471
25,01051,3208,116,105,97,94,91,89
26,01053,1727,0,0,1,7,11,12
27,01055,4285,405,719,1108,1319,1363,1355
28,01057,577,23,25,24,21,22,22
29,01059,2055,51,44,35,29,27,26
30,01061,906,53,45,49,44,49,48
31,01063,342,0,0,0,0,0,0
32,01065,768,14,13,10,13,14,11
33,01067,717,16,13,9,8,14,14
34,01069,4170,53,45,41,40,39,38
35,01071,2159,227,256,282,288,299,294
36,01073,23292,975,940,932,920,917,938
37,01075,496,24,31,39,41,41,43
38,01077,2294,183,224,256,273,278,278
39,01079,858,77,88,100,108,106,107
40,01081,6546,77,60,45,42,42,44
41,01083,2872,172,148,129,123,120,120
42,01085,713,0,0,0,0,0,0
43,01087,536,7,7,7,7,7,7
44,01089,9350,395,378,365,356,360,352
45,01091,1019,4,2,2,0,1,4
46,01093,1081,21,22,28,29,28,28
47,01095,4395,157,195,240,272,278,277
48,01097,16916,406,555,729,842,867,877
49,01099,646,0,0,0,4,6,7
50,01101,10250,513,595,657,685,694,686
51,01103,4164,238,197,170,149,150,151
52,01105,592,0,0,0,0,0,0
53,01107,852,30,30,29,28,27,27
54,01109,1341,29,28,29,29,31,32
55,01111,827,53,54,59,64,63,66
56,01113,1949,52,60,69,76,78,82
57,01115,2955,217,235,237,234,231,233
58,01117,7390,447,555,705,795,833,831
59,01119,472,0,0,0,0,3,3
60,01121,2664,103,90,78,81,94,113
61,01123,1329,9,9,12,17,28,41
62,01125,10345,633,924,1277,1467,1526,1554
63,01127,2794,139,157,177,188,191,192
64,01129,749,0,0,0,0,0,5
65,01131,568,0,0,0,0,0,0
66,01133,929,48,44,41,42,40,41
67,02013,16,0,0,0,0,0,0
68,02016,97,0,0,0,0,0,0
69,02020,7298,902,1100,1391,1529,1557,1560
70,02050,391,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,25,0,0,0,0,0,0
73,02070,49,0,0,0,0,0,0
74,02090,2034,191,167,152,148,149,142
75,02100,12,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,518,30,39,44,48,51,48
78,02122,877,50,66,86,97,103,99
79,02130,80,0,0,0,0,0,0
80,02150,96,0,0,0,0,0,0
81,02158,183,104,67,36,24,20,19
82,02164,104,17,10,5,0,0,0
83,02170,1085,0,0,0,0,0,0
84,02180,129,0,0,0,0,0,0
85,02185,251,0,0,0,0,0,0
86,02188,233,0,0,0,0,0,0
87,02195,16,0,0,0,0,0,0
88,02198,35,0,0,0,0,0,0
89,02220,75,0,0,0,0,0,0
90,02230,8,0,0,0,0,0,0
91,02240,70,0,0,0,0,0,0
92,02261,160,,,,,,NaN
93,02275,19,0,0,0,0,0,0
94,02282,36,0,0,0,0,0,0
95,02290,112,0,0,0,0,0,0
96,04001,3874,75,74,72,76,76,77
97,04003,2122,72,135,229,293,315,324
98,04005,5068,325,391,482,533,537,542
99,04007,1861,161,178,201,209,210,205
100,04009,1120,88,117,147,161,166,167
101,04011,102,0,0,0,0,0,0
102,04012,613,9,12,14,15,19,17
103,04013,154182,4106,4639,5265,5594,5700,5721
104,04015,4272,77,89,102,107,111,114
105,04017,6310,24,22,21,25,33,43
106,04019,27484,593,2428,7855,12071,13450,13838
107,04021,11700,397,392,402,420,446,463
108,04023,2978,0,0,0,0,0,0
109,04025,2893,101,110,126,132,135,142
110,04027,13584,236,235,220,211,207,200
111,05001,662,63,56,52,52,51,51
112,05003,536,0,0,0,0,0,0
113,05005,649,122,160,195,220,222,224
114,05007,8065,532,568,628,683,684,697
115,05009,1025,54,48,46,51,46,48
116,05011,369,0,0,0,0,0,0
117,05013,48,0,0,0,0,0,0
118,05015,987,56,47,37,35,33,31
119,05017,1049,0,0,0,0,0,0
120,05019,493,36,34,30,33,35,37
121,05021,480,43,45,44,45,50,49
122,05023,454,32,27,29,30,33,31
123,05025,231,0,1,0,0,0,1
124,05027,690,55,53,52,52,49,50
125,05029,342,14,13,13,13,13,13
