,State,403,409,416,423,430
0,Washington,339773,5427,4996,4686,4374
1,Illinois,1186613,11232,9712,8463,7358
2,California,3566914,22715,15746,10924,7523
3,Arizona,816782,6937,4887,3452,2431
4,Massachusetts,581148,11413,10187,9195,8333
5,Wisconsin,617367,4941,4427,3963,3576
6,Texas,2653013,24173,14119,8376,4929
7,Nebraska,200882,1784,1593,1428,1288
8,Utah,371235,4067,3347,2775,2299
9,Oregon,155597,2745,2615,2450,2331
10,Florida,1909221,32976,27932,23852,20255
11,New York,1643867,40996,35550,30838,26725
12,Rhode Island,125622,1965,1747,1568,1374
13,Georgia,1006521,14743,11523,9044,7069
14,New Hampshire,75424,2126,1980,1822,1722
15,North Carolina,858548,19286,16948,14936,13327
16,New Jersey,789356,20582,19036,17603,16382
17,Colorado,428303,6905,6402,5990,5592
18,Maryland,382099,5624,5071,4611,4246
19,Nevada,293754,2217,1739,1355,1055
20,Tennessee,775004,6675,5210,4052,3159
21,Hawaii,27759,313,265,225,190
22,Indiana,661673,5881,5004,4239,3627
23,Kentucky,404622,6122,4755,3681,2833
24,Minnesota,484594,5106,4821,4583,4375
25,Oklahoma,424508,3500,2257,1466,956
26,Pennsylvania,933261,17747,16065,14524,13314
27,South Carolina,516823,12526,10513,8796,7334
28,District of Columbia,40598,654,546,459,385
29,Kansas,295997,2122,1808,1519,1325
30,Missouri,495047,2775,2129,1646,1272
31,Vermont,15198,779,777,776,771
32,Virginia,576050,13722,12306,11165,10268
33,Connecticut,279946,5462,4986,4532,4182
34,Iowa,363636,2782,2559,2389,2191
35,Louisiana,430100,2818,1935,1336,895
36,Ohio,967422,13801,12179,10785,9692
37,Michigan,645550,7474,7000,6507,6020
38,South Dakota,112427,866,780,705,643
39,Arkansas,322415,2100,1323,834,514
40,Delaware,86799,1740,1607,1472,1349
41,Mississippi,294795,2311,1682,1229,900
42,New Mexico,185132,1608,1246,998,784
43,North Dakota,99809,472,425,388,352
44,Wyoming,54394,489,435,392,351
45,Alaska,58263,464,375,298,237
46,Maine,44635,1034,947,891,836
47,Alabama,493252,4374,3129,2235,1595
48,Idaho,171140,1558,1399,1258,1142
49,Montana,99954,1233,1145,1079,1009
50,Puerto Rico,100297,NaN,NaN,NaN,NaN
51,Virgin Islands,2646,NaN,NaN,NaN,NaN
52,Guam,7734,NaN,NaN,NaN,NaN
53,West Virginia,131855,2177,1941,1755,1607
54,Northern Mariana Islands,143,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
