,Region,564,570,577,584,591
0,Belgium,,12721,12641,12238,11587
1,Bulgaria,,6034,12308,24745,48664
2,Czechia,,982,843,717,604
3,Denmark,,5170,4458,3673,2896
4,Germany,,23784,29406,35591,42262
5,Estonia,,2731,4349,6700,9891
6,Ireland,,9373,8940,8063,6851
7,Greece,,18867,18156,17123,15841
8,Spain,,130655,104860,79337,56627
9,France,,132453,118786,100954,80523
10,Croatia,,1517,1760,2028,2324
11,Italy,,56522,68271,79700,89928
12,Cyprus,,2388,1642,1111,742
13,Latvia,,670,866,1116,1422
14,Lithuania,,3617,4631,5770,6965
15,Luxembourg,,303,229,171,127
16,Hungary,,379,372,365,357
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,9273,4996,2629,1360
19,Austria,,4223,4870,5537,6214
20,Poland,,1243,1495,1784,2110
21,Portugal,,12495,9461,6873,4800
22,Romania,,3225,6064,11401,21378
23,Slovenia,,934,1148,1396,1678
24,Slovakia,,327,323,318,312
25,Finland,,5857,6910,7912,8802
26,Sweden,,7956,11471,15791,20662
27,United Kingdom,,104568,72417,49278,33118
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,5464,9311,15169,23109
31,Switzerland,,7125,7980,8813,9616
