,Region,641,647,654,661,668
0,Belgium,,51940,76488,78089,65896
1,Bulgaria,,34994,44403,54147,52588
2,Czechia,,38714,80225,152346,188466
3,Denmark,,10522,15519,18827,18154
4,Germany,,184949,311081,490202,513230
5,Estonia,,9676,10399,10678,10471
6,Ireland,,18010,21196,23934,25856
7,Greece,,28266,35193,42724,50504
8,Spain,,20381,26797,34591,43971
9,France,,40144,45864,51991,58458
10,Croatia,,25949,40387,58663,59628
11,Italy,,36791,56087,84538,124891
12,Cyprus,,1366,1619,1906,2226
13,Latvia,,22907,27495,30351,30536
14,Lithuania,,20261,21239,21400,20742
15,Luxembourg,,1310,1747,2308,3008
16,Hungary,,24991,50901,96160,118251
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,46177,64649,87945,114975
19,Austria,,31340,44967,61033,60132
20,Poland,,60657,116443,214330,300749
21,Portugal,,4497,4376,4278,4234
22,Romania,,113988,119087,122015,122622
23,Slovenia,,19942,32611,46608,45047
24,Slovakia,,20095,25560,32075,39575
25,Finland,,4168,4209,4187,4106
26,Sweden,,4002,3897,3779,3656
27,United Kingdom,,348744,346485,333122,311643
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,6265,9202,12765,12965
31,Switzerland,,10896,14094,17894,22307
