,Region,648,654,661,668,675
0,Belgium,,91683,133490,120220,92087
1,Bulgaria,,45236,55370,53348,45259
2,Czechia,,64171,115062,144718,153298
3,Denmark,,18073,27104,29480,27445
4,Germany,,192564,261233,268965,241492
5,Estonia,,14243,15979,16550,15784
6,Ireland,,16495,17042,17128,16751
7,Greece,,30565,35489,40296,44662
8,Spain,,16425,18027,19596,21120
9,France,,43838,49215,54876,60769
10,Croatia,,39468,57707,58813,49449
11,Italy,,40921,53261,52700,45385
12,Cyprus,,1341,1513,1696,1889
13,Latvia,,17956,17163,15498,13226
14,Lithuania,,22093,22629,22330,21264
15,Luxembourg,,1635,2160,2818,3606
16,Hungary,,43690,80097,99243,102548
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,66189,87861,77779,54141
19,Austria,,42289,56563,55709,46697
20,Poland,,89989,152811,213009,274220
21,Portugal,,5124,5181,5289,5486
22,Romania,,84346,75022,66182,57852
23,Slovenia,,24566,33391,34412,30078
24,Slovakia,,34755,45747,58598,72462
25,Finland,,4145,4122,4042,3910
26,Sweden,,9112,14078,19788,18314
27,United Kingdom,,334257,318920,296515,270611
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,9922,14196,14675,12805
31,Switzerland,,14474,18906,24256,30465
