,Region,606,612,619,626,633
0,Belgium,,10937,9674,8487,7413
1,Bulgaria,,10078,9904,9648,9318
2,Czechia,,4083,5324,6942,9064
3,Denmark,,1443,857,503,293
4,Germany,,60765,55195,49382,43597
5,Estonia,,2982,2991,2934,2815
6,Ireland,,6446,4784,3421,2384
7,Greece,,13332,11326,9454,7760
8,Spain,,12063,6895,3785,2029
9,France,,33911,23067,15322,9984
10,Croatia,,9131,11394,14068,17164
11,Italy,,25001,20077,15793,12188
12,Cyprus,,501,352,246,170
13,Latvia,,4521,5850,7416,9188
14,Lithuania,,9652,11967,14293,16405
15,Luxembourg,,644,659,669,680
16,Hungary,,3701,5217,7303,10145
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,12518,10700,9065,7650
19,Austria,,17533,19909,22256,24503
20,Poland,,5984,8402,11754,16393
21,Portugal,,4737,2950,1756,1019
22,Romania,,37407,59486,93748,145686
23,Slovenia,,9893,12814,16054,19336
24,Slovakia,,7143,12744,22449,38761
25,Finland,,2266,1792,1388,1053
26,Sweden,,6389,5695,4944,4191
27,United Kingdom,,210673,187282,161880,136062
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,5879,4563,3446,2541
31,Switzerland,,16683,15557,14249,12834
