,Region,550,556,563,570,577
0,Belgium,,11937,13095,13981,14544
1,Bulgaria,,953,1342,1895,2665
2,Czechia,,1587,1546,1493,1424
3,Denmark,,6262,5982,5413,4603
4,Germany,,16686,23899,33262,44962
5,Estonia,,931,1506,2398,3735
6,Ireland,,14911,23129,33385,43781
7,Greece,,21046,22140,22743,22693
8,Spain,,223234,240355,239236,217779
9,France,,306982,725647,1499402,2462776
10,Croatia,,1214,1550,1964,2465
11,Italy,,60312,120350,229889,416089
12,Cyprus,,7351,7235,6898,6378
13,Latvia,,564,1069,2085,4044
14,Lithuania,,2319,5072,10819,22198
15,Luxembourg,,582,489,399,319
16,Hungary,,601,919,1407,2148
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,35647,23606,14949,8965
19,Austria,,4232,6797,10673,16318
20,Poland,,858,1053,1287,1559
21,Portugal,,27928,29239,28666,26167
22,Romania,,1198,2546,5516,11987
23,Slovenia,,414,411,406,397
24,Slovakia,,355,560,897,1437
25,Finland,,3139,3703,4231,4690
26,Sweden,,5645,10670,19193,32184
27,United Kingdom,,268089,233972,195406,158567
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,1134,1021,882,727
31,Switzerland,,12273,24230,46238,84283
