,Region,662,668,675,682,689
0,Belgium,,97047,115195,109917,78973
1,Bulgaria,,21722,18253,15152,12439
2,Czechia,,122787,179167,207973,186527
3,Denmark,,26959,35238,38450,33708
4,Germany,,345340,455959,492717,413091
5,Estonia,,5085,3294,2117,1350
6,Ireland,,35846,41410,44122,43133
7,Greece,,64809,79396,79565,61265
8,Spain,,36686,58652,92446,142513
9,France,,90193,122107,162957,213622
10,Croatia,,53591,66083,66502,52011
11,Italy,,61060,76833,81839,70101
12,Cyprus,,1728,1935,2153,2381
13,Latvia,,7348,5206,3566,2369
14,Lithuania,,15589,13592,11632,9815
15,Luxembourg,,1701,1968,2249,2531
16,Hungary,,83162,125926,152043,141736
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,119528,147780,136416,82273
19,Austria,,99559,127768,122972,80837
20,Poland,,173669,263234,359971,440460
21,Portugal,,14150,20774,30451,44314
22,Romania,,29725,20563,14123,9647
23,Slovenia,,29037,32061,30651,25002
24,Slovakia,,55778,69361,82698,93727
25,Finland,,4747,4730,4654,4523
26,Sweden,,5398,5305,5226,5164
27,United Kingdom,,163141,133049,109307,91087
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,16914,21987,23356,19216
31,Switzerland,,30289,40698,53054,66573
