,Region,613,619,626,633,640
0,Belgium,,14241,14029,13731,13380
1,Bulgaria,,10143,9911,9597,9212
2,Czechia,,3593,4001,4473,5024
3,Denmark,,2549,2633,2691,2728
4,Germany,,49765,43174,36991,31326
5,Estonia,,3094,3052,2949,2795
6,Ireland,,9398,8922,8137,7216
7,Greece,,17082,17964,18609,18873
8,Spain,,13078,9493,6845,4930
9,France,,21498,14281,9330,6018
10,Croatia,,11879,14815,18228,22079
11,Italy,,20302,16089,12540,9623
12,Cyprus,,487,348,248,175
13,Latvia,,5615,7103,8792,10618
14,Lithuania,,11540,13779,15898,17680
15,Luxembourg,,589,606,623,644
16,Hungary,,4696,6472,8875,12101
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,10699,9067,7652,6454
19,Austria,,9427,7533,5963,4690
20,Poland,,7607,10380,14123,19165
21,Portugal,,3096,1886,1112,647
22,Romania,,62794,99308,154664,235241
23,Slovenia,,5644,4818,4014,3286
24,Slovakia,,10906,18484,30832,50150
25,Finland,,2034,1612,1256,963
26,Sweden,,3355,2353,1625,1104
27,United Kingdom,,177237,154076,131110,108999
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,3242,3014,3325,3357
31,Switzerland,,7321,5105,3510,2376
