,Region,578,584,591,598,605
0,Belgium,,12980,12517,11856,11056
1,Bulgaria,,15021,25828,43523,71271
2,Czechia,,1471,1549,1622,1688
3,Denmark,,7250,7045,6594,5948
4,Germany,,77688,124616,195363,299685
5,Estonia,,2488,2852,3182,3451
6,Ireland,,13674,13586,12716,11181
7,Greece,,20816,20112,19110,17870
8,Spain,,59102,39682,24864,14456
9,France,,129921,111952,90821,69276
10,Croatia,,4015,5922,8653,12511
11,Italy,,45613,44664,42483,39264
12,Cyprus,,1643,1196,860,610
13,Latvia,,1169,1518,1947,2463
14,Lithuania,,4935,5597,6152,6542
15,Luxembourg,,407,433,456,479
16,Hungary,,529,574,621,672
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,15186,13905,12564,11246
19,Austria,,10762,15021,20630,27828
20,Poland,,1700,1991,2315,2672
21,Portugal,,15232,13468,11232,8824
22,Romania,,5364,8280,12756,19596
23,Slovenia,,2955,4411,6475,9311
24,Slovakia,,623,737,868,1018
25,Finland,,4786,4413,3966,3472
26,Sweden,,8096,9344,10449,11321
27,United Kingdom,,218367,216000,207610,194139
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,5044,5783,6377,6743
31,Switzerland,,35767,59795,95561,142939
