,Region,592,598,605,612,619
0,Belgium,,12290,11233,10120,9038
1,Bulgaria,,12765,14311,15867,17394
2,Czechia,,1464,1488,1509,1532
3,Denmark,,5256,4451,3670,2968
4,Germany,,113742,148342,190073,239785
5,Estonia,,2829,3032,3180,3265
6,Ireland,,11484,10064,8451,6838
7,Greece,,20068,18647,16990,15199
8,Spain,,23918,14335,8225,4542
9,France,,70526,51449,36213,24747
10,Croatia,,6078,8029,10508,13608
11,Italy,,41044,37455,33287,28873
12,Cyprus,,1001,728,526,377
13,Latvia,,2323,3064,3981,5087
14,Lithuania,,4648,4727,4712,4610
15,Luxembourg,,781,942,1123,1327
16,Hungary,,2439,3982,6462,10405
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,15958,14545,13024,11540
19,Austria,,14274,17414,20893,24669
20,Poland,,3076,4371,6198,8739
21,Portugal,,11212,8698,6315,4281
22,Romania,,13554,21138,32846,50774
23,Slovenia,,5184,7003,9290,12064
24,Slovakia,,1707,2652,4093,6283
25,Finland,,3057,2480,1960,1512
26,Sweden,,7323,7163,6790,6247
27,United Kingdom,,228947,213401,192249,167897
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,16095,22372,29410,36475
31,Switzerland,,20190,20663,20771,20545
