,Region,557,563,570,577,584
0,Belgium,,12445,12770,12711,12339
1,Bulgaria,,2008,3227,5157,8168
2,Czechia,,1159,1014,877,751
3,Denmark,,5512,4904,4136,3309
4,Germany,,19951,26055,33163,41243
5,Estonia,,1911,3286,5490,8824
6,Ireland,,10058,10388,10133,9238
7,Greece,,19299,19021,18308,17242
8,Spain,,191461,178826,155633,126301
9,France,,151739,154578,146792,131706
10,Croatia,,1608,2102,2727,3510
11,Italy,,56145,78368,105537,136935
12,Cyprus,,4935,4257,3592,2968
13,Latvia,,674,1084,1748,2793
14,Lithuania,,4825,10558,22101,43039
15,Luxembourg,,423,331,254,193
16,Hungary,,706,1002,1419,2003
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,17989,10319,5720,3096
19,Austria,,3804,4563,5376,6233
20,Poland,,1038,1257,1510,1798
21,Portugal,,16307,13123,10101,7445
22,Romania,,2044,4055,8082,16088
23,Slovenia,,634,733,839,949
24,Slovakia,,549,865,1366,2148
25,Finland,,5147,6523,7984,9454
26,Sweden,,6930,11250,17329,25055
27,United Kingdom,,129366,85736,55976,35914
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,3229,5574,9510,15416
31,Switzerland,,6670,7750,8874,10011
