,Region,669,675,682,689,696
0,Belgium,,110731,105764,76579,57278
1,Bulgaria,,14736,11400,8681,6509
2,Czechia,,152754,179784,170770,154911
3,Denmark,,35318,38425,33511,29656
4,Germany,,447178,482318,403813,349331
5,Estonia,,3311,2130,1357,861
6,Ireland,,36106,37990,37499,34836
7,Greece,,44885,42164,38763,34871
8,Spain,,53024,79882,119520,176380
9,France,,189327,248546,251118,262611
10,Croatia,,30927,27234,23415,19626
11,Italy,,79912,85605,72843,65307
12,Cyprus,,4826,8175,13320,20385
13,Latvia,,4590,3043,1956,1220
14,Lithuania,,11380,9316,7574,6143
15,Luxembourg,,1960,2251,2550,2841
16,Hungary,,101018,121920,119247,115266
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,163742,150773,88186,55945
19,Austria,,124795,119722,78848,53331
20,Poland,,218195,265861,261907,263562
21,Portugal,,20747,30757,45314,65364
22,Romania,,15774,9894,6105,3701
23,Slovenia,,23067,21862,19918,17546
24,Slovakia,,81348,90114,93977,92097
25,Finland,,12705,19334,28511,40365
26,Sweden,,5438,5420,5451,5539
27,United Kingdom,,323062,357909,385006,403731
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,19036,20045,16661,14331
31,Switzerland,,44411,59690,77443,95937
