,Region,676,682,689,696,703
0,Belgium,,132001,121079,86484,62837
1,Bulgaria,,11411,8696,6527,4824
2,Czechia,,183378,196347,169923,140084
3,Denmark,,29892,30628,30541,29654
4,Germany,,553420,574180,461542,382162
5,Estonia,,4107,3553,3054,2599
6,Ireland,,34924,34163,31728,28176
7,Greece,,45168,42499,39007,34994
8,Spain,,82745,125742,188055,273390
9,France,,306486,391455,377638,373760
10,Croatia,,28101,24409,20652,17066
11,Italy,,101265,107974,91446,81586
12,Cyprus,,3945,5016,6269,7673
13,Latvia,,3167,2066,1313,814
14,Lithuania,,9292,7556,6130,4979
15,Luxembourg,,2334,2655,2968,3243
16,Hungary,,89864,104238,115476,121627
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,147283,135948,118410,98795
19,Austria,,78396,65084,51538,39359
20,Poland,,212008,263850,320809,379077
21,Portugal,,29905,43829,63027,87140
22,Romania,,9641,5960,3631,2178
23,Slovenia,,16739,14128,11731,9650
24,Slovakia,,89088,92260,89646,82037
25,Finland,,9539,11090,12711,14362
26,Sweden,,16659,26250,41029,63047
27,United Kingdom,,137258,117291,102037,90909
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,22457,22910,18515,15475
31,Switzerland,,62820,82021,101892,118858
