,Region,585,591,598,605,612
0,Belgium,,13595,13057,12351,11542
1,Bulgaria,,15938,22319,30756,41568
2,Czechia,,1393,1415,1434,1450
3,Denmark,,6333,5759,5101,4416
4,Germany,,107071,158627,230608,328813
5,Estonia,,2553,2777,2945,3044
6,Ireland,,12492,11555,10197,8598
7,Greece,,22349,21427,20220,18806
8,Spain,,37891,24035,14477,8276
9,France,,96298,75080,55829,39728
10,Croatia,,4982,6888,9447,12834
11,Italy,,44093,41755,38448,34447
12,Cyprus,,1434,1061,777,564
13,Latvia,,1497,1915,2416,3005
14,Lithuania,,4445,4558,4546,4408
15,Luxembourg,,771,1042,1394,1845
16,Hungary,,1625,2741,4602,7699
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,15899,14785,13583,12381
19,Austria,,13128,17273,22380,28527
20,Poland,,1858,2133,2434,2762
21,Portugal,,13688,11326,8750,6290
22,Romania,,8367,12940,19958,30671
23,Slovenia,,4440,6551,9482,13397
24,Slovakia,,727,852,994,1156
25,Finland,,3234,2587,2012,1525
26,Sweden,,6951,6767,6425,5955
27,United Kingdom,,233238,222205,205024,183639
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,10604,14858,19984,25694
31,Switzerland,,18637,18894,18966,18785
