,Region,599,605,612,619,626
0,Belgium,,12094,10832,9575,8397
1,Bulgaria,,9782,9575,9284,8926
2,Czechia,,2721,3305,4008,4863
3,Denmark,,3663,2847,2164,1618
4,Germany,,74013,72457,69811,66199
5,Estonia,,2841,2904,2900,2832
6,Ireland,,6844,5189,3774,2648
7,Greece,,16226,14348,12446,10603
8,Spain,,14657,8212,4476,2402
9,France,,49897,35116,24044,16070
10,Croatia,,7031,8835,10999,13554
11,Italy,,35853,31618,27242,22975
12,Cyprus,,925,693,513,377
13,Latvia,,3363,4419,5701,7205
14,Lithuania,,4939,4900,4753,4515
15,Luxembourg,,663,695,720,742
16,Hungary,,2783,4018,5763,8206
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,14215,12313,10499,8873
19,Austria,,15520,18011,20553,23080
20,Poland,,4339,6175,8742,12333
21,Portugal,,7319,4901,3068,1835
22,Romania,,21223,33023,51125,78560
23,Slovenia,,7318,9714,12544,15680
24,Slovakia,,4569,8670,16280,30067
25,Finland,,2652,2122,1659,1270
26,Sweden,,7629,7175,6541,5803
27,United Kingdom,,235916,217267,193866,168056
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,12526,13231,13414,13098
31,Switzerland,,19002,18487,17624,16484
