,Region,432,437,444,451,458
0,Belgium,,45513,60144,79455,104964
1,Bulgaria,,30552,35090,40291,46261
2,Czechia,,37383,27666,20382,15025
3,Denmark,,4034,3836,3646,3466
4,Germany,,139087,170229,208427,255226
5,Estonia,,9231,8870,8509,8169
6,Ireland,,3997,4187,4362,4562
7,Greece,,18713,19954,21270,22675
8,Spain,,44801,98941,193388,281039
9,France,,320650,396255,504578,637791
10,Croatia,,11599,16007,22094,30491
11,Italy,,155207,154700,154033,153248
12,Cyprus,,3590,4361,5300,6440
13,Latvia,,3225,3048,2880,2721
14,Lithuania,,4362,4656,4969,5304
15,Luxembourg,,1608,1716,1831,1954
16,Hungary,,73869,85300,98519,113793
17,Malta,,1464,1410,1358,1308
18,Netherlands,,59128,69415,81481,95644
19,Austria,,25324,28296,31611,35315
20,Poland,,239260,308531,397858,513535
21,Portugal,,2291,1865,1519,1237
22,Romania,,44873,50133,55970,62498
23,Slovenia,,6457,6935,7447,7996
24,Slovakia,,7702,6230,5035,4071
25,Finland,,5031,5178,5328,5483
26,Sweden,,39701,44492,49861,55878
27,United Kingdom,,37041,36244,35453,34709
28,Iceland,,12,12,11,10
29,Liechtenstein,,9,8,6,5
30,Norway,,8918,11031,13650,16889
31,Switzerland,,13593,15955,18726,21979
