,Region,495,500,507,514,521
0,Belgium,,11514,9923,8544,7358
1,Bulgaria,,1090,718,473,312
2,Czechia,,2325,1522,996,652
3,Denmark,,7352,7534,7721,7912
4,Germany,,19057,11193,6572,3858
5,Estonia,,970,781,629,507
6,Ireland,,51,21,8,3
7,Greece,,10407,9280,8276,7380
8,Spain,,28130,26593,24248,23234
9,France,,50027,42310,35246,30093
10,Croatia,,1483,905,553,338
11,Italy,,17874,12641,8952,6347
12,Cyprus,,318,176,97,54
13,Latvia,,2198,1813,1495,1233
14,Lithuania,,3083,2275,1677,1238
15,Luxembourg,,327,250,193,148
16,Hungary,,1654,1035,647,405
17,Malta,,18,12,8,5
18,Netherlands,,15772,11606,8547,6294
19,Austria,,2229,1556,1086,758
20,Poland,,3968,2193,1212,671
21,Portugal,,3470,3812,4191,4606
22,Romania,,1536,968,610,384
23,Slovenia,,1588,1236,961,748
24,Slovakia,,679,479,338,238
25,Finland,,1039,953,873,800
26,Sweden,,6979,4120,2412,1417
27,United Kingdom,,23840,29886,37501,47046
28,Iceland,,32,34,36,38
29,Liechtenstein,,27,29,30,31
30,Norway,,2791,2785,2777,2770
31,Switzerland,,4810,3933,3216,2629
