,Region,824,829,836,843,850
0,Belgium,,35289,28485,22026,17548
1,Bulgaria,,2780,2264,1843,1501
2,Czechia,,9192,6335,4340,2974
3,Denmark,,8762,6865,5391,4232
4,Germany,,573516,472127,487777,442814
5,Estonia,,1955,1400,1002,717
6,Ireland,,6808,4868,3530,2556
7,Greece,,30457,20107,13557,9228
8,Spain,,54302,62692,59333,55331
9,France,,358150,230458,161870,110501
10,Croatia,,3458,2595,2077,1757
11,Italy,,430021,422729,406434,415613
12,Cyprus,,3107,1580,848,514
13,Latvia,,2355,1660,1172,827
14,Lithuania,,3796,2610,1795,1234
15,Luxembourg,,3658,2971,2416,1965
16,Hungary,,9366,8440,7612,6860
17,Malta,,2491,2273,2070,1886
18,Netherlands,,9893,5359,2470,1257
19,Austria,,36082,24645,17322,12103
20,Poland,,3570,2521,1784,1262
21,Portugal,,67018,63863,59725,63312
22,Romania,,4578,3142,2182,1508
23,Slovenia,,5081,3605,2561,1819
24,Slovakia,,9328,6736,4863,3512
25,Finland,,57628,64993,81334,104526
26,Sweden,,2355,1928,1533,1183
27,United Kingdom,,129337,97027,86290,61143
28,Iceland,,299,170,98,56
29,Liechtenstein,,134,95,67,47
30,Norway,,2231,1548,1079,750
31,Switzerland,,23397,19562,16281,13564
