,Region,628,633,640,647,654
0,Belgium,,13676,13688,13703,13717
1,Bulgaria,,16820,19249,22034,25224
2,Czechia,,6929,8817,11192,14295
3,Denmark,,3280,3555,3854,4177
4,Germany,,57868,58911,59997,61102
5,Estonia,,7013,8601,10548,12936
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,15264,15342,15412,15459
8,Spain,,10465,8941,7640,6528
9,France,,21896,18424,15506,13048
10,Croatia,,9783,10380,11013,11684
11,Italy,,16535,14347,12447,10789
12,Cyprus,,537,455,385,327
13,Latvia,,12709,18108,25800,36759
14,Lithuania,,17723,22137,27651,34538
15,Luxembourg,,670,701,732,765
16,Hungary,,4986,6003,7230,8709
17,Malta,,328,563,968,1662
18,Netherlands,,16312,19397,23070,27441
19,Austria,,12529,12469,12409,12349
20,Poland,,15112,21654,31034,44474
21,Portugal,,3281,2836,2454,2122
22,Romania,,119361,157736,208448,275390
23,Slovenia,,5418,5020,4651,4309
24,Slovakia,,14259,20305,28908,41157
25,Finland,,3509,3630,3754,3882
26,Sweden,,3356,2925,2547,2219
27,United Kingdom,,257741,268533,279785,291516
28,Iceland,,374,434,504,586
29,Liechtenstein,,72,83,94,108
30,Norway,,2227,1706,1308,1002
31,Switzerland,,5129,4028,3165,2487
