,Region,754,759,766,773,780
0,Belgium,,72377,42600,24931,14516
1,Bulgaria,,33841,26910,21383,16993
2,Czechia,,116217,79080,53642,36335
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1298559,1302088,1292809,1274973
5,Estonia,,37813,33113,29063,25494
6,Ireland,,0,0,0,0
7,Greece,,123984,122401,120820,119230
8,Spain,,NaN,NaN,NaN,NaN
9,France,,629815,376005,229921,141449
10,Croatia,,27560,20400,15085,11157
11,Italy,,346446,233361,157685,106685
12,Cyprus,,18908,20008,21112,22287
13,Latvia,,76023,84974,94952,106148
14,Lithuania,,61856,55349,49455,44192
15,Luxembourg,,5706,3920,2693,1852
16,Hungary,,60027,46146,35104,26439
17,Malta,,745,542,394,287
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,209025,198166,187782,178194
20,Poland,,156507,106874,72930,49908
21,Portugal,,103713,57725,32000,17788
22,Romania,,130003,100188,76717,58762
23,Slovenia,,33864,19764,11593,6820
24,Slovakia,,169277,180754,193201,209377
25,Finland,,64492,79728,98720,122198
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,12462,13596,14847,16204
29,Liechtenstein,,1168,1352,1565,1811
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
