,Region,796,801,808,815,822
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,8589,7683,6870,6143
2,Czechia,,54495,54226,53517,53263
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,318562,138254,59828,25802
5,Estonia,,6715,5013,3746,2798
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,129156,115729,103677,92868
8,Spain,,NaN,NaN,NaN,NaN
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,10369,10631,10899,11176
11,Italy,,513819,520060,524507,531213
12,Cyprus,,41657,55071,72810,96262
13,Latvia,,14312,9805,6716,4600
14,Lithuania,,22429,19756,17384,15294
15,Luxembourg,,10145,12266,14826,17920
16,Hungary,,17571,21378,26096,32061
17,Malta,,2298,3100,4179,5633
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,198100,149197,111620,85792
20,Poland,,43063,32822,24978,19063
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,25598,26988,28420,29948
23,Slovenia,,25544,31024,37316,45203
24,Slovakia,,57146,49840,43253,37735
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,4530,3394,2542,1904
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,1150,1200,1254,1310
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
