,Region,705,710,717,724,731
0,Belgium,,26543,16945,10820,6915
1,Bulgaria,,8853,8123,7455,6841
2,Czechia,,26118,16865,10967,7137
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,144523,103316,73426,52201
5,Estonia,,4013,4178,4348,4526
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,41056,46280,52377,59116
8,Spain,,352529,459764,601398,786921
9,France,,644983,886533,1210538,1663611
10,Croatia,,16989,15063,13355,11840
11,Italy,,391145,625750,1001870,1604360
12,Cyprus,,5917,6758,7718,8815
13,Latvia,,4658,4576,4494,4414
14,Lithuania,,9401,8722,8091,7505
15,Luxembourg,,3194,3419,3659,3917
16,Hungary,,13066,8438,5371,3426
17,Malta,,4150,6957,11667,19565
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,9974,6708,4512,3034
20,Poland,,74185,55251,40844,30245
21,Portugal,,66350,92962,130562,183198
22,Romania,,3313,2570,1995,1548
23,Slovenia,,6219,5240,4416,3721
24,Slovakia,,19051,12908,8738,5916
25,Finland,,20356,25531,32015,40148
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,563228,495775,442600,408345
28,Iceland,,1714,1980,2289,2645
29,Liechtenstein,,604,773,988,1264
30,Norway,,21213,17073,13689,10979
31,Switzerland,,45685,38728,32750,27708
