,Region,509,514,521,528,535
0,Belgium,,4549,3102,2111,1438
1,Bulgaria,,583,405,281,195
2,Czechia,,1162,796,546,374
3,Denmark,,3735,3001,2407,1932
4,Germany,,10086,6670,4411,2917
5,Estonia,,360,255,180,127
6,Ireland,,2292,2115,1930,1769
7,Greece,,4588,3369,2473,1816
8,Spain,,34225,35405,37465,40852
9,France,,17112,10062,5941,3397
10,Croatia,,641,409,261,167
11,Italy,,9527,6913,5031,3665
12,Cyprus,,162,103,65,41
13,Latvia,,1020,762,569,425
14,Lithuania,,982,622,394,250
15,Luxembourg,,195,150,114,89
16,Hungary,,681,428,269,169
17,Malta,,10,7,5,3
18,Netherlands,,7421,5042,3417,2318
19,Austria,,1349,1002,744,552
20,Poland,,1244,706,401,228
21,Portugal,,5360,6291,7384,8666
22,Romania,,550,339,209,129
23,Slovenia,,1017,797,625,490
24,Slovakia,,430,322,242,181
25,Finland,,608,515,435,368
26,Sweden,,4751,3548,2634,1957
27,United Kingdom,,71962,110168,168614,258059
28,Iceland,,10,10,10,10
29,Liechtenstein,,17,17,17,17
30,Norway,,1376,1139,944,781
31,Switzerland,,2025,1417,992,694
