,Region,481,486,493,500,507
0,Belgium,,14632,12418,10523,8919
1,Bulgaria,,3053,2264,1679,1245
2,Czechia,,6158,4545,3352,2473
3,Denmark,,8058,9226,10562,12092
4,Germany,,47719,32550,22173,15100
5,Estonia,,1748,1538,1354,1191
6,Ireland,,2663,2538,2377,2257
7,Greece,,15241,15398,15548,15699
8,Spain,,31370,23741,20932,17276
9,France,,77082,57710,44273,35133
10,Croatia,,4772,3355,2355,1654
11,Italy,,38728,29660,22586,17139
12,Cyprus,,1594,1116,781,547
13,Latvia,,4686,4911,5145,5390
14,Lithuania,,8287,8316,8344,8372
15,Luxembourg,,764,674,595,525
16,Hungary,,4574,3150,2170,1495
17,Malta,,51,35,24,17
18,Netherlands,,34971,29516,24844,20918
19,Austria,,4947,3548,2544,1825
20,Poland,,16450,11689,8301,5881
21,Portugal,,2132,1927,1743,1575
22,Romania,,4547,3273,2354,1694
23,Slovenia,,3167,2750,2388,2073
24,Slovakia,,1702,1360,1087,868
25,Finland,,1097,972,861,763
26,Sweden,,26335,23500,20956,18692
27,United Kingdom,,16297,16921,17570,18245
28,Iceland,,63,72,82,93
29,Liechtenstein,,47,53,59,66
30,Norway,,2529,2376,2232,2097
31,Switzerland,,7350,6084,5036,4169
