,Region,719,724,731,738,745
0,Belgium,,117826,133958,200529,240468
1,Bulgaria,,43886,72154,118989,196237
2,Czechia,,40625,39102,37785,36490
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,483218,721456,1077191,1609365
5,Estonia,,10119,13141,17053,22129
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,349130,448971,581635,758228
8,Spain,,1179235,1397124,1948612,2703715
9,France,,2781965,4434451,7491850,12170378
10,Croatia,,49122,66403,89723,121043
11,Italy,,1819151,3182470,5543721,9654564
12,Cyprus,,71115,150182,316585,667366
13,Latvia,,9539,11811,14616,18085
14,Lithuania,,19360,24493,30981,39182
15,Luxembourg,,9300,12704,17327,23640
16,Hungary,,22041,22529,23090,23629
17,Malta,,15367,26453,45583,78542
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,80384,157455,309226,605546
20,Poland,,74329,66609,61386,57169
21,Portugal,,35119,11997,3950,1374
22,Romania,,53031,132632,327065,796215
23,Slovenia,,25764,38313,57321,85497
24,Slovakia,,17494,14777,12473,10529
25,Finland,,76742,124761,202056,327321
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,1253588,1270351,1290194,1311332
28,Iceland,,14311,24818,42981,74452
29,Liechtenstein,,509,602,712,842
30,Norway,,49972,65694,86675,114191
31,Switzerland,,228600,346581,525614,798281
