,Region,572,577,584,591,598
0,Belgium,,14046,15051,16129,17284
1,Bulgaria,,8696,16367,30815,58024
2,Czechia,,1265,1250,1236,1222
3,Denmark,,7464,8017,8611,9249
4,Germany,,37785,52327,72452,100317
5,Estonia,,2707,4090,6180,9337
6,Ireland,,14175,16773,19640,23067
7,Greece,,24344,26908,29763,32916
8,Spain,,81597,64417,51443,39393
9,France,,141573,132660,125100,123234
10,Croatia,,2107,2673,3391,4302
11,Italy,,48380,52898,57758,63055
12,Cyprus,,2453,1893,1461,1127
13,Latvia,,457,503,553,609
14,Lithuania,,7249,12818,22633,39986
15,Luxembourg,,529,566,605,647
16,Hungary,,422,466,515,570
17,Malta,,1835,4583,11445,28578
18,Netherlands,,13666,11852,10347,9002
19,Austria,,7189,9980,13855,19233
20,Poland,,1436,1770,2182,2689
21,Portugal,,14632,13689,12821,11994
22,Romania,,3200,5072,8042,12748
23,Slovenia,,1204,1589,2098,2769
24,Slovakia,,390,456,532,621
25,Finland,,7687,9893,12731,16384
26,Sweden,,7373,9781,12976,17214
27,United Kingdom,,209026,220491,232583,245338
28,Iceland,,1809,3343,6188,11450
29,Liechtenstein,,15,15,16,17
30,Norway,,4353,5633,7290,9433
31,Switzerland,,16132,24064,35899,53553
