,Region,516,521,528,535,542
0,Belgium,,2133,1260,744,439
1,Bulgaria,,466,337,244,176
2,Czechia,,678,441,287,187
3,Denmark,,1542,980,622,395
4,Germany,,4346,2345,1266,683
5,Estonia,,227,156,107,74
6,Ireland,,1957,1756,1575,1405
7,Greece,,2551,1695,1125,747
8,Spain,,24846,24297,22231,19266
9,France,,8437,4593,2446,1316
10,Croatia,,409,261,166,106
11,Italy,,6140,4289,2984,2072
12,Cyprus,,174,127,92,67
13,Latvia,,668,479,343,246
14,Lithuania,,526,315,189,114
15,Luxembourg,,121,89,65,48
16,Hungary,,415,259,161,100
17,Malta,,7,4,3,2
18,Netherlands,,4361,2796,1793,1150
19,Austria,,852,601,424,299
20,Poland,,816,486,289,172
21,Portugal,,8731,11555,15312,20274
22,Romania,,344,214,132,82
23,Slovenia,,580,415,297,213
24,Slovakia,,285,206,149,108
25,Finland,,442,360,294,239
26,Sweden,,1273,652,334,172
27,United Kingdom,,85601,116463,158414,215496
28,Iceland,,5,5,5,5
29,Liechtenstein,,12,12,12,11
30,Norway,,995,794,634,507
31,Switzerland,,1157,755,492,321
