,Region,418,423,430,437,444
0,Belgium,,20650,22750,25079,27644
1,Bulgaria,,24264,32924,44674,60618
2,Czechia,,74712,70449,66307,62426
3,Denmark,,5506,6469,7598,8925
4,Germany,,78160,90805,105522,122636
5,Estonia,,12994,15922,19519,23925
6,Ireland,,2922,2527,2191,1899
7,Greece,,19548,23741,28829,35010
8,Spain,,27501,25106,21070,17470
9,France,,175417,193104,212398,233717
10,Croatia,,4616,5439,6410,7553
11,Italy,,174026,198081,225064,255444
12,Cyprus,,2825,3652,4715,6090
13,Latvia,,3367,3038,2741,2473
14,Lithuania,,3199,3016,2846,2685
15,Luxembourg,,1337,1394,1454,1517
16,Hungary,,69197,99060,141801,202985
17,Malta,,2351,2743,3201,3736
18,Netherlands,,38408,42134,46255,50777
19,Austria,,21130,24686,28842,33698
20,Poland,,138270,178946,231324,299449
21,Portugal,,3115,2306,1708,1265
22,Romania,,36115,43087,51406,61330
23,Slovenia,,4730,4544,4365,4194
24,Slovakia,,14143,13589,13052,12538
25,Finland,,5400,6108,6909,7814
26,Sweden,,28695,29570,30464,31389
27,United Kingdom,,34228,30141,26575,23423
28,Iceland,,7,5,4,3
29,Liechtenstein,,9,7,5,4
30,Norway,,5778,7455,9612,12395
31,Switzerland,,8588,9195,9846,10543
