,Region,670,675,682,689,696
0,Belgium,,126627,165360,216193,282757
1,Bulgaria,,13244,9981,7519,5665
2,Czechia,,139962,198176,280557,397206
3,Denmark,,36900,50250,68431,93190
4,Germany,,439881,575085,752017,983902
5,Estonia,,3902,2726,1906,1333
6,Ireland,,36751,43081,50473,59141
7,Greece,,47684,47945,48216,48509
8,Spain,,49986,74869,111815,166704
9,France,,206748,374709,679043,1230593
10,Croatia,,30626,27893,25345,23033
11,Italy,,82498,107297,139548,181494
12,Cyprus,,2977,3875,5044,6566
13,Latvia,,4535,3141,2176,1507
14,Lithuania,,10645,8575,6900,5554
15,Luxembourg,,1926,2256,2642,3094
16,Hungary,,75620,95809,121504,154044
17,Malta,,614,880,1261,1808
18,Netherlands,,204252,303434,452261,670344
19,Austria,,125433,164859,216748,284961
20,Poland,,179843,243745,330479,448005
21,Portugal,,17782,24251,33075,45103
22,Romania,,12664,7345,4256,2467
23,Slovenia,,25253,26948,28727,30627
24,Slovakia,,79845,94425,111627,131983
25,Finland,,7985,9476,11246,13346
26,Sweden,,6568,7070,7611,8193
27,United Kingdom,,309159,338006,370710,406942
28,Iceland,,1555,1970,2495,3159
29,Liechtenstein,,145,183,231,292
30,Norway,,18805,24420,31709,41173
31,Switzerland,,46983,68609,100245,146486
