,Region,684,689,696,703,710
0,Belgium,,132175,137378,142659,148163
1,Bulgaria,,11929,10339,8960,7765
2,Czechia,,107201,99253,91077,83718
3,Denmark,,33499,36124,38952,41999
4,Germany,,396026,395865,394909,394051
5,Estonia,,2583,1981,1519,1165
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,39159,36187,33416,30882
8,Spain,,100241,139026,192772,267238
9,France,,434299,660730,1002771,1533429
10,Croatia,,26489,24063,21844,19832
11,Italy,,122773,153111,190953,238148
12,Cyprus,,5579,7595,10336,14066
13,Latvia,,3991,3308,2741,2272
14,Lithuania,,10521,9748,9033,8369
15,Luxembourg,,3153,3830,4653,5653
16,Hungary,,64775,62573,60364,58237
17,Malta,,1023,1395,1902,2592
18,Netherlands,,146834,142425,138098,133930
19,Austria,,41369,28223,19192,13058
20,Poland,,170621,178380,186063,194192
21,Portugal,,30926,40107,51998,67416
22,Romania,,6034,3879,2492,1601
23,Slovenia,,10002,7516,5646,4243
24,Slovakia,,82062,85587,89192,92976
25,Finland,,10477,12207,14221,16569
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,329822,350147,370578,391316
28,Iceland,,1254,1377,1512,1660
29,Liechtenstein,,509,733,1054,1516
30,Norway,,29522,37853,48539,62239
31,Switzerland,,NaN,NaN,NaN,NaN
